album_id|anger|anticipation|disgust|fear|joy|sadness|surprise|trust|sentiment
55|0.018220947955612268|0.020942604844977505|0.008747671785070904|0.028808392957439127|0.019898020090053623|0.023771418349828658|0.00798417786553722|0.02254491967577387|-0.017594008661482568
56|0.008345217614343172|0.017326782130354403|0.0021318957452433392|0.012602287054295915|0.023034497332615336|0.02152155414033402|0.014872140084483556|0.018092577781594777|-0.00020287428981832233
57|0.027090866485897376|0.011596514707773349|0.021472223892204146|0.025710455609661297|0.01483684837831935|0.027109707889908432|0.007795843364380781|0.014056585962056087|-0.028825189747769563
58|0.01590065863293707|0.008096809820021993|0.014783316479586403|0.012553746558518143|0.011515523369256039|0.020560335303940684|0.007748963773570674|0.015125803164080093|-0.017005361415883265
59|0.035494592251311304|0.00942269754478231|0.006019421941892479|0.04206457173363376|0.021588669069436777|0.011262398125008493|0.010051191280912591|0.016152051055534942|-0.04042271169140822
60|0.016221071227712137|0.012407078198904008|0.0035539013088653846|0.022094273548257375|0.019451173486385958|0.013746047649319667|0.021430387021957046|0.005042774145017282|0.0008329789797418061
61|0.016746731390384|0.00902298185706921|0.003900796033173861|0.015241081812388986|0.008643395858652194|0.011377829327011318|0.0026845362464152068|0.009850111716457135|-0.01106910405095818
62|0.04370621259366379|0.006605314893142452|0.03821243790722226|0.01019765389241352|0.011794041201402608|0.045244270283962766|0.005526090605036076|0.005548210931320837|-0.03953745166047062
63|0.020309720719756848|0.01474285558811419|0.00899852999004711|0.015151883712116315|0.017464544861213675|0.016020628056973008|0.03335927546785281|0.017298952236713235|-0.037537399100856496
64|0.006602788961563099|0.013992230752390205|0.0024604808603224822|0.009218380791712909|0.017987069137588053|0.006968138117943269|0.009324026648606439|0.01391148844781815|0.0032090120852070084
65|0.007021608247089442|0.006730772968680599|0.005620819699906099|0.006854530542325824|0.010680060930247816|0.006893927651699691|0.004225446865062595|0.00703692539811291|-0.00117419561802262
66|0.021857254610455405|0.0056516494113564965|0.013420761192208216|0.02660859869114762|0.005492500899238041|0.06932805542745359|0.0062289429884865586|0.007630454924935056|-0.08090151132345774
67|0.04883104458856206|0.009892641613690415|0.005536453269119881|0.01910432143711295|0.018849038541461846|0.030472053536854754|0.016463152434715758|0.02325590850755827|-0.04797214339875136
68|0.0058024284844490825|0.022863459464172353|0.0056990884129824|0.012445805373761741|0.02695664613569837|0.007165143154285718|0.023681401300094888|0.029235034247079288|0.019850135265934522
69|0.018005263896309492|0.0049843841664681705|0.003338520754497159|0.016166237103011873|0.008201616675444659|0.019166728050683896|0.0033988488619232176|0.01169119312880674|-0.017869544833886884
70|0.006700575383561797|0.008855154829280908|0.008173983117034501|0.0071917159724322974|0.008734700336058797|0.006433027104602347|0.0035896747594265054|0.007956772372471265|-0.004894717260595038
71|0.005870060001317637|0.013182555920127835|0.006906731554783374|0.017511395493398706|0.018698855835244766|0.00627707961998449|0.008482702457914819|0.015709671803516043|0.005537296003722198
72|0.009377851077310258|0.014738817198656155|0.00506562667940181|0.012778181126725411|0.01536244709805205|0.012214572024618908|0.011399963055038414|0.0177962054985189|-0.0006840042198012488
73|0.03930177302682712|0.014761941416819812|0.034362924842841924|0.04016059967529954|0.011790686204073805|0.03625623481944448|0.005257660787252959|0.010207584511713785|-0.03880528263126637
74|0.00615501751246918|0.005963203907578058|0.0032178825095915734|0.014109141448588675|0.009692039723755042|0.018161388849320944|0.0040355103306892156|0.019070285542723688|0.0013912926795542704
75|0.02636343975226917|0.021807554213721655|0.011106795593831983|0.03191224704167063|0.020091758944196358|0.01714267981810427|0.019849978419219132|0.010896527556347527|-0.002323741461114869
76|0.019841793382296195|0.010113730139557457|0.010681533065929819|0.02155407019163463|0.014316457228273228|0.017190517547792095|0.011188068189075912|0.015109773647205412|-0.013934757609436231
77|0.005190131874352478|0.0038644547929897327|0.004173487489827439|0.005590207026270713|0.004708231858693839|0.005626944171190419|0.0029137211525232564|0.0065643722682010505|-0.001605580072938389
78|0.0199088817584975|0.011587083362686306|0.005437960618817845|0.005437960618817845|0.019424251277132105|0.017438358592580177|0.0|0.01962075865977443|-0.01387806355757997
79|0.01181608726081967|0.00767267669306997|0.00417147867024692|0.01130239291751874|0.0043509144006456954|0.01219379875722063|0.0013292545075806|0.00798984874837538|-0.0033882367229989504
80|0.09922894769458969|0.0080310807892173|0.008670548161459513|0.11013982549514525|0.010002746009625862|0.121580458320111|0.006293186509103975|0.0179294014030646|-0.09940491563307967
81|0.010840898876398592|0.01180482433214943|0.00422066005105266|0.006892201601749514|0.012908874405215655|0.0058452041327804755|0.005946845045445152|0.013145903219692792|-0.0005780350719205647
82|0.003847939240856904|0.0057682505883566325|0.0036558805835162425|0.00973794402622782|0.00803966082562494|0.011963359273018366|0.006374236431548577|0.008180506048742459|-0.0022884763079059683
83|0.012341335391680351|0.015366293932153842|0.0064057156459928705|0.014049381984436206|0.019468967870701428|0.014219949119446504|0.016063775660784343|0.020291723718693908|-0.005587019083814659
84|0.004509845274089613|0.003980726643888033|0.0022945804734265563|0.006680347573128722|0.00863238952464623|0.007947484324896475|0.004916918763453912|0.0063786348846275815|-0.0010327166895888473
85|0.009038559502705682|0.007001807653155026|0.00516997044746722|0.012388213714873513|0.006132501477073981|0.014130504628188214|0.006676400314813231|0.006020953840297874|-0.012934465158334506
86|0.008639119365178489|0.007777834650925003|0.0056115433625209075|0.013550075302648495|0.010430103570870732|0.016479858431460347|0.006277270848175071|0.006674401817231|-0.008010967515844843
87|0.023018211907082246|0.016957236755162763|0.008009289387046297|0.017592417103093328|0.025181287929601826|0.015372538809634326|0.00880180786653194|0.025283595386128618|-0.0062624649773570535
88|0.009468321688344085|0.007074940201930407|0.005552419861456811|0.01002493701018097|0.012312463877689028|0.012952682198337567|0.0034448460402539825|0.008252057304676005|-0.004573900582125005
