album_id|anger|anticipation|disgust|fear|joy|sadness|surprise|trust|sentiment
0|0.020283422293450346|0.06327459358571876|0.0024940882875809727|0.018840517038027048|0.08775403421309096|0.03662435598879202|0.01445113174605281|0.018960447110163117|0.0412702263308172
1|0.02160096273440618|0.017820155919719843|0.02630870585075953|0.025888761991100614|0.03612028311520864|0.030182987052404922|0.017985239507898303|0.04188507730916357|-0.010675025162539988
2|0.016871362498149974|0.013524384518867325|0.0021367461949151857|0.019329205933809886|0.024516075373704437|0.014734277319104217|0.009189212242635232|0.025014782054807363|8.362080531522178e-05
3|0.012333334098494988|0.013141963078200817|0.007488090979293925|0.012698795369717854|0.019196625271024344|0.015425994834236444|0.004751581783082318|0.018299780497424957|-0.02283017868207663
4|0.003188112612923786|0.0088782522600732|0.010770938644500364|0.11012508283170021|0.01202190603201452|0.13593922417262627|0.0012763374552775427|0.012613516463221107|-0.08388817266288102
5|0.020653539077393153|0.010194260995473065|0.00521498070019819|0.027697128194865746|0.012118884737650713|0.031801288686214034|0.005617394628017179|0.01088896403549362|-0.025052287294211262
6|0.05232330980201887|0.04007194193263202|0.02820002534726015|0.2538039189105686|0.07139755979939681|0.042532344515766325|0.014451281216664563|0.07019509348618497|0.21577648167758132
7|0.006216000962990175|0.013392831733656775|0.00388688324820153|0.007209543506731319|0.01632180810244613|0.006240566186197111|0.004639324499442759|0.011756061289288097|0.010330795154032103
8|0.007634184710871722|0.03022819093263828|0.003966276008609846|0.02134309457765983|0.03798167587386049|0.012434903219031563|0.01772541869537874|0.03004715310653938|0.00990009782699505
9|0.010133320812333705|0.004346292351671467|0.01397569319370394|0.015610358176142125|0.011352014872876489|0.013558126451394741|0.002607242816777891|0.010429387125565659|-0.013087505886118346
10|0.010502980302251452|0.008663623519063624|0.008228370302743987|0.010585199769982307|0.011894809538269163|0.014301871647837824|0.006052401645947226|0.006626651504669822|-0.006315878006622998
11|0.0066718817603349835|0.0055393415667129445|0.0038378022641978723|0.009773353240183767|0.007316558971986208|0.009482723745780963|0.002991182890218937|0.007936283586353713|-0.005776411788110491
12|0.015336614482155073|0.0066428206720242|0.0072346533853438885|0.0175914241791286|0.012836024201165745|0.02086930849693504|0.013388709442534093|0.010168527740670542|-0.02584527978209428
13|0.02604830432949794|0.007961981259699035|0.02392992164214083|0.014444753685899819|0.024564061896620398|0.019897820548584542|0.02157033968362802|0.023248583248694336|-0.008576562178211239
14|0.008065398984174837|0.01116534927593931|0.007452384893067906|0.013000736027874665|0.014140274978030522|0.010048511340410836|0.006620182139681481|0.012064362475003582|0.0024876590118909593
15|0.002044643266839246|0.014029291924717012|0.0043601318176265825|0.0047075379604173285|0.017747865533277247|0.01555198978218513|0.008549277864519233|0.019317079263612372|0.010742203145335355
16|0.021535171068471828|0.04208412701482385|0.012254660429360268|0.021926085207996982|0.029112857142346377|0.03116835128605793|0.032384558817861786|0.007880558932576689|-0.010495144045156068
17|0.004733248680459705|0.007439632028934135|0.0029460455328256647|0.005322698946735279|0.009008303329904066|0.0060075642076835864|0.004129209372251641|0.005802270109713087|0.0016382469168435046
18|0.06017235417136534|0.017855508242153623|0.006296364051052015|0.061216067797127884|0.05654182435613024|0.024524584042958927|0.09515004665673545|0.017719612969443726|-0.009787530935935627
19|0.010650263653192141|0.007393322885450095|0.001981906387811618|0.0037513543997462592|0.005321241663134691|0.011122139837773763|0.002779041598437073|0.004513828069109728|-0.012063294198356632
20|0.01979548340941836|0.017350660804660026|0.004788600880792796|0.005145074214521531|0.022359590167320177|0.022687877130677506|0.010812218393082669|0.01626813518958492|-0.011893778373190266
21|0.4996028839613653|0.0|0.0|0.4996028839613653|0.0|0.4996028839613653|0.0|0.0|-0.4996028839613653
22|0.05032538460859954|0.01433903267068857|0.016515650607036157|0.03344909273791142|0.01490670929390391|0.060289837933934866|0.007878003496534856|0.014916589730678536|-0.05330662643924516
23|0.010243252680533351|0.004404310442222734|0.006093933530773032|0.017092398120195636|0.009251802759682442|0.011951409560441904|0.0035936205617841076|0.008652880998114143|-0.010278854480645581
24|0.01987605058751307|0.00659850985520381|0.015183690335778603|0.03750136470166231|0.009059765585712913|0.024751454373051433|0.006109991482867318|0.012551068977558224|-0.01059362865092402
25|0.0072633457991209075|0.008179041532636737|0.0056309754346333864|0.006550362349469629|0.007976699395003103|0.014797568376921522|0.0016670220922162737|0.006160775612725827|-0.01161707780272557
26|0.014215012479026113|0.012785942664643508|0.011504665699207833|0.014726935580160836|0.020260214251392693|0.01778942539078663|0.00677098946150646|0.015378825230684167|-0.005947835501894469
27|0.01056414376583533|0.01945983761825399|0.01589296585400079|0.018831239417922824|0.021973116901218136|0.0191470014680756|0.008145000883135339|0.014796031526151786|-9.405171189800768e-05
28|0.004146363248590654|0.008592613376305184|0.002511725518831174|0.006784588619558875|0.006612874234872854|0.006895108734257275|0.004706198561835528|0.008091202675501155|-0.005160914695799708
29|0.026460135008969165|0.009476690814355962|0.014303708406639075|0.031502965899301176|0.0164930918252994|0.02809159848433421|0.010701534373328585|0.013728140701493117|-0.01292757949730471
30|0.005245400759681773|0.0077382585584702|0.0032585863649145946|0.003000977096001827|0.00810690494543373|0.00741128063835096|0.0034495618631279106|0.010983898817121212|0.005689795912289062
31|0.006784684275183314|0.005521905371354435|0.004634972591800255|0.011245203215259613|0.006192315789671157|0.011376709322625|0.0017904455878628455|0.005649519424389396|-0.010856037265954318
32|0.023035539940106257|0.009419575871710625|0.010050617428682256|0.010554137700937235|0.006261793987059355|0.007632378799837081|0.0017895963087880599|0.0060124040197488595|-0.023644351246710042
33|0.03876932998443702|0.03656449480316846|0.03252983982890084|0.040371177935762996|0.04247477299020238|0.03626002140518045|0.020594517289889532|0.03721740434912565|-0.0027065375526975663
34|0.017343209354166694|0.011915030551723145|0.007846469266361447|0.010238107398566055|0.011302017585182969|0.017480171054260463|0.0011940034429650706|0.01707621112410987|-0.014829209332752022
35|0.015519585953826142|0.011201449295676581|0.012003609663131107|0.02132173907126901|0.01718192374210794|0.018089515158701455|0.006510684925031609|0.017427303630766697|-0.00039244180673821306
36|0.012608734474043927|0.02473390594547607|0.00811506147559584|0.014022143651759975|0.03675306911173116|0.018435845808988407|0.01150862022060839|0.03423752546355826|0.017813406831788097
37|0.053092021404772295|0.006126630801337042|0.009896257816413536|0.02461251325688081|0.03584653997421264|0.03788219206893201|0.012672542730550938|0.03276352484033864|-0.04523141568307814
38|0.018622396194371647|0.0256077515460502|0.0027971589316207663|0.014664051206342149|0.029813132088610375|0.015845950348712525|0.012977675174764808|0.023402997159803724|0.01010728994401964
39|0.059739742770560156|0.005485952082777195|0.017578808331686065|0.03099704302893568|0.0065114658963053495|0.0246351360016822|0.0015658861333393069|0.004289121249302805|-0.07091516529199124
40|0.005094838153201855|0.013155673188625185|0.0050644551909455595|0.0078249409994968|0.020490411940844593|0.008042187865953664|0.006628009468920989|0.018251967197220113|0.011556158726901777
41|0.012102116121393131|0.01450855967548683|0.005558832038978197|0.010038290865519238|0.022372953086656013|0.011015290396807504|0.00305004772594763|0.014408963166264823|0.005670932242659256
42|0.008208588239009015|0.014224512098420022|0.02549768655744158|0.03369563220937145|0.016546424544875125|0.0119597383819537|0.005046802025840205|0.034989596075002224|-0.019341270312985152
43|0.006363026038186916|0.009493395660582148|0.005650312566032465|0.006361481005428496|0.010975905085016672|0.010005075562983388|0.004519318215062907|0.010912158950197816|0.0006925347302975653
44|0.007860249665559864|0.012231098053047507|0.004801717972488877|0.00904476275419855|0.012489523565589772|0.010496965235988965|0.010161236105281139|0.013337271689973578|-0.00014905702842382703
45|0.010515807626602978|0.013448710207054789|0.0036891206491768812|0.017563455152983715|0.010748206185304346|0.01223899022463169|0.012067178218245014|0.011722079618479795|-0.0038397661930865542
46|0.014427252590383495|0.018013327410732284|0.004641686958016544|0.004463112836185772|0.020460929225794715|0.005264925919949759|0.009942456720917375|0.016388192789329944|0.006396148627208192
47|0.007583901583833819|0.007946930847412374|0.008419944104038034|0.009091900675191162|0.007630191404886044|0.00984500316260978|0.005008365047575912|0.006964452589801478|-0.007989215092576836
48|0.013253330791865664|0.01535710180553772|0.029451176231426467|0.020133789826724754|0.030104317937957228|0.029833494008963266|0.011622838151483822|0.021908412082286693|-0.02890872443861673
49|0.008340315565405335|0.007625850336130128|0.005168250979465731|0.00873871232006475|0.011111504591147774|0.009152226918551219|0.004572649347565787|0.010183598793039818|0.001773585642160067
50|0.009874731186359878|0.011033521005974592|0.0050083534388227005|0.011339854699294003|0.010982303970892929|0.01149588132498754|0.011170280331181155|0.009580111466925879|-0.01298862271112895
51|0.005954429346946421|0.028691998642847532|0.0022860564765636|0.022584167274597146|0.0579407674629816|0.03670216881927677|0.02439800660785049|0.03417896916373468|0.01757022577332201
52|0.008395309283076429|0.011437657710023624|0.006430582234986988|0.010454733580306358|0.014062755538269817|0.01353347284893119|0.0072367884545871146|0.021953638319136676|0.012020604210488653
53|0.05842877418961114|0.04525720364335751|0.043394756829937764|0.05602913151436963|0.044928155630907116|0.04331850884255621|0.02583665095808768|0.04393490331996059|-0.03646704267136634
54|0.010027524534747615|0.011627572734554508|0.003788785574018383|0.005876890875927926|0.04486060516019358|0.0188457437850173|0.0011366981444027083|0.02313007034977395|0.03897704231368759
