term_str|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|101|102|103|104|105|106|107|108|109|110|111|112|113|114|115|116|117|118|119|120|121|122|123|124|125|126|127|128|129|130|131|132|133|134|135|136|137|138|139|140|141|142|143|144|145|146|147|148|149|150|151|152|153|154|155|156|157|158|159|160|161|162|163|164|165|166|167|168|169|170|171|172|173|174|175|176|177|178|179|180|181|182|183|184|185|186|187|188|189|190|191|192|193|194|195|196|197|198|199|200|201|202|203|204|205|206|207|208|209|210|211|212|213|214|215|216|217|218|219|220|221|222|223|224|225|226|227|228|229|230|231|232|233|234|235|236|237|238|239|240|241|242|243|244|245
2|0.0023846785|-0.022219414|-0.025559079|-0.0042680227|-0.0012291179|-0.025672305|-0.058291327|0.004201508|-0.1350049|-0.027918192|0.1549329|-0.044614688|0.016202|0.032811902|0.0141851865|-0.047134086|0.06441501|0.057612035|-0.0012152602|-0.035943244|0.10489002|-0.09392369|-0.04209236|0.07609536|-0.01150235|0.084882386|0.0019366555|-0.0047141206|0.028798744|0.024972888|0.02241961|-0.04140276|-0.019699857|-0.00023001498|0.02152898|-0.10673204|-0.013213668|0.030146359|-0.016253963|0.017265953|-0.00321612|0.12754017|0.036056932|0.030258276|-0.040652342|-0.16990545|0.03915555|0.03345092|0.06469965|0.023905165|-0.03310592|0.09109513|0.020975038|-0.034291692|-0.05906985|0.074118875|0.105120264|-0.0824507|0.016409742|0.030171977|-0.05632508|-0.074800275|-0.066467665|0.03843946|0.042637344|0.023331625|-0.06254499|-0.056444228|0.051858127|0.020317305|-0.027925782|0.017457118|-0.03057745|0.019748973|0.055426124|-0.017260248|0.030035494|0.003936102|0.014550995|0.008456|0.054662287|-0.0116058225|0.10782704|-0.049007814|0.065642536|-0.0035884224|0.0761361|-0.10989154|-0.05752253|0.06673012|0.06733032|0.016936809|-0.038510874|0.029275654|0.136766|0.10051354|-0.11749917|-0.037330247|-0.058863074|0.00023379363|0.011420408|0.028171927|0.10809226|0.020472832|0.03699294|0.03574511|0.05920772|0.09141448|-0.07895598|-0.05467469|0.07215148|0.15257056|0.019588023|-0.039705995|0.07922624|0.035887893|0.052056514|0.08223534|-0.042741176|-0.064830765|-0.015767235|0.120769046|-0.08261356|-0.0012336832|-0.13921301|-0.020094499|0.027764734|0.09991449|0.05096572|0.0051749656|-0.015526227|-0.04736483|-0.016050292|-0.014520154|-0.032285456|-0.020225236|0.062225316|0.03222943|-0.006885108|-0.03171905|-0.010420984|0.032180566|-0.11275524|-0.047123194|0.12672432|-0.015508934|-0.10856567|0.007523377|0.023089802|0.007312655|0.040549967|0.037124973|0.022669032|-0.009293909|-0.1023219|0.0010791912|-0.04594919|0.014535611|0.00022771336|0.018800803|0.040996544|-0.033159245|0.021454718|-0.057259947|-0.11572981|0.03327612|0.08240632|-0.07879559|-0.05463889|0.05845703|0.015939413|0.05002396|-0.053245936|0.05719033|-0.031885367|0.02097672|-0.024428375|-0.037420403|-0.008008748|0.041730337|-0.016773155|-0.08896849|-0.10060147|-0.045879178|-0.05132095|-0.012780111|-0.029889833|0.00588273|0.07370337|-0.03688034|-0.050566707|-0.06843176|0.08622189|0.0707211|-0.031929325|-0.10474751|0.021603731|-0.09681059|-0.032512993|-0.0011990404|-0.028940087|-0.060418412|0.029191688|-0.008253754|-0.05891365|-0.032310113|0.035618782|-0.08218831|-0.029800437|-0.023151508|0.037933424|-0.09572601|0.038858395|-0.11187154|0.04069368|-0.06381444|-0.029309282|-0.003215043|-0.054363046|0.06950606|-0.025178742|-0.014674478|0.053680886|-0.033743892|-0.085541725|-0.050085958|-0.046636563|0.02768572|-0.07431502|0.08053158|0.05202756|-0.0845777|-0.024263684|0.0015388408|-0.14530596|0.0069666347|-0.032591816|0.051431865|0.042235374|0.014345312|-0.038744245|-0.0062748697|-0.04619507|0.07365377|0.04408178|0.015624902
a|0.0071084434|0.22795273|0.06938925|0.17993939|-0.14257355|-0.56353426|-0.25074735|0.20541881|-0.7902006|-0.030092904|0.75512016|0.017173668|-0.23302245|0.11420275|-0.030804653|-0.18927093|0.311784|0.50819635|-0.015393318|0.2674261|0.12702034|0.055422835|0.015490573|-0.46428123|0.51676106|0.108721726|-0.074783646|0.043646034|-0.17293175|0.20754957|-0.44867387|0.03606065|0.14567813|0.30488557|-0.34557906|-0.19330071|0.566372|-0.3012659|-0.25574118|-0.14629702|0.50903416|0.8090196|-0.037704136|0.26913956|0.23860522|-0.68583304|-0.12198892|0.16245516|-0.033410188|0.3638808|-0.71338433|0.43518242|0.12140221|-0.07765098|-0.43335816|0.008298713|0.3524287|-0.010412599|-0.33417627|0.08664412|-0.13360325|-0.27170253|0.25499597|-0.19919321|0.14117882|-0.0113733355|-0.27251166|-0.12705544|0.0024311275|0.011985228|-0.03132481|-0.08431473|-0.28391725|-0.02169537|0.10506304|-0.10337307|-0.1905306|-0.310429|0.48697504|-0.1383472|0.050257802|-0.21048173|-0.062310535|-0.19940926|0.17682406|-0.15822437|-0.2030532|0.3786359|-0.23437327|-0.073350295|-0.055744696|-0.19020973|-0.35072666|0.020139163|0.8204835|0.34040734|-0.9221238|-0.28054646|-0.52107286|0.38765234|0.45585772|0.12506224|0.46218204|0.15949199|0.097461596|-0.19143426|-0.17054749|0.47945723|-0.07625892|-0.30565238|-0.025903136|-0.05314493|-0.15989602|0.31733721|0.16819549|-0.33351636|0.1779287|0.17907363|-0.2956069|-0.26433247|-0.08046084|-0.073200405|0.12431415|0.25268677|-0.33984518|0.3963929|0.275458|-0.24419115|0.1285757|0.15703207|-0.029934429|-0.009257068|0.0219303|0.14554943|0.061519776|0.35302016|-0.17052934|-0.058890983|0.21293154|-0.15238026|0.14871317|-0.3313272|-0.02833728|0.04655036|0.15807217|0.11488594|-0.62017936|0.053947274|0.3534493|0.18205161|-0.0155764995|-0.038824476|0.17844476|-0.04361679|-0.1833206|-0.046459064|-0.14213766|0.10474063|0.041475117|-0.1950311|0.096326426|-0.4829025|0.19282883|-0.4219367|-0.49994272|-0.06648816|0.7855831|-0.64172935|-0.023039686|0.30754027|0.25810295|0.68514735|-0.19358459|0.18866271|0.40230185|-0.16314125|-0.081277736|-0.39738208|0.10975211|-0.1556229|-0.3405403|-0.32955003|-0.37812063|-0.5513759|-0.38849112|0.014471325|0.11826524|0.17562081|0.7070215|-0.13857451|-0.34135813|-0.43259567|0.27747187|0.2712909|-0.030896477|-0.038966343|-0.21109828|-0.3327006|-0.17525552|0.020940958|-0.068177536|-0.4884366|0.12316759|-0.41038722|-0.15524842|-0.18667407|0.029364891|0.031978883|-0.41047534|0.09395142|0.18767516|-0.87672263|0.2991454|-0.8366588|0.32042405|-0.27174178|-0.031762965|0.116179906|-0.429516|0.28467643|0.33234975|-0.103737496|0.23666273|-0.6798565|-0.07734634|-0.048860673|-0.36117205|-0.030314242|-0.16468221|0.21532048|-0.07967146|-0.607226|-0.077910915|0.17943694|-0.76709586|-0.1765717|0.124305055|0.088934354|0.023852803|0.1054292|-0.42160448|-0.018329343|-0.061221216|0.30802992|0.33055654|0.28366
about|-0.22255129|-0.29786745|0.120674476|-0.21108495|-0.015523307|0.12951376|-0.1989216|-0.27310646|0.078133404|0.04458313|0.31112826|-0.27002013|-0.19025716|-0.01127274|0.2666744|0.13050966|-0.14164479|0.04158507|-0.07889192|0.20156376|-0.124235615|-0.18967214|-0.11700573|0.13191971|-0.23433109|-0.14035983|-0.055115335|-0.23058918|0.112355635|-0.017546764|0.2474991|0.02387096|-0.2326853|-0.060305152|0.0009972277|-0.20534791|-0.10398006|0.14700764|0.29775283|0.13987388|-0.04829592|0.1904431|0.16765672|-0.0831194|-0.06879997|0.04022594|0.22269233|0.15886687|0.5851681|-0.064369164|0.2677002|-0.032952465|-0.025962215|-0.042139966|-4.9666593e-05|0.48560736|0.06487928|-0.06368995|0.21910806|0.17268267|-0.20040992|-0.24786414|-0.18851095|0.30501187|0.23596038|-0.09939092|-0.29366142|-0.10905083|0.26418826|-0.22270384|0.25868344|-0.20630185|0.11913535|0.12196558|0.27082196|-0.1087708|0.022811895|-0.07398808|-0.02398576|0.07208448|0.34537217|0.10079345|0.40358305|-0.05874734|0.029350724|-0.18358073|0.64414686|-0.34007013|-0.15838854|0.5778235|0.41697496|0.0954564|0.021502439|0.12557712|0.08045836|0.3977652|-0.062152125|-0.3399322|0.12778641|-0.058846176|0.05101795|-0.061756067|0.24126834|0.047987327|-0.015099981|0.43730858|0.27693328|0.20347607|-0.26619494|-0.12395604|0.49995092|1.0756327|0.24397214|-0.3884484|0.35535616|0.26856187|0.15065017|0.45512953|-0.17555204|-0.40100035|-0.0025836886|0.65241|-0.31181902|-0.18309125|-0.6882011|-0.18550608|0.094942324|0.29026476|0.14351875|-0.29486644|0.041366916|-0.35229963|0.2370978|-0.13936427|-0.13946268|-0.40795338|0.21121237|0.00858849|-0.1160503|-0.35567093|0.15396206|0.15613405|-0.27448523|-0.32337102|0.09479096|-0.28660294|-0.16197811|0.18732038|0.24059878|0.21604425|0.4298824|0.1615251|0.057844248|-0.056975245|-0.6204154|-0.20772305|-0.5099391|-0.12766817|-0.029936107|0.2884102|0.42753932|-0.19978614|0.0013184095|-0.44740698|-1.0116503|0.26842022|0.1871099|-0.41830856|-0.092761785|-0.044309497|0.085640065|0.26104635|-0.14645655|-0.109570235|-0.20985915|-0.16562386|0.08244926|-0.01623799|-0.13818808|0.3455985|0.2462943|-0.22223929|0.040652215|-0.043243166|0.010184998|0.02817536|-0.109557085|0.105867945|0.2692057|-0.13505888|0.0069677206|0.025876021|0.0048674573|0.14126125|0.032541364|-0.59022963|-0.050939772|-0.17384796|-0.2950446|0.07251016|0.097510785|-0.07222807|0.21691006|-0.2570153|0.12310908|-0.086564876|0.080909275|-0.14448756|0.0947748|-0.17767179|-0.024134926|-0.1424384|-0.2309822|-0.24008562|-0.04735|-0.09411153|0.08491068|-0.053973164|0.050849453|-0.17898475|-0.13204843|-0.07493071|0.067244604|0.06441168|0.073812194|0.19793086|0.027633147|0.16612658|-0.094770454|0.29274172|0.022733578|0.3199665|-0.16970482|-0.021697253|-0.22205399|0.0017627501|-0.17672384|-0.081595205|0.14932802|0.06449142|0.026754167|-0.116211355|-0.031846467|-0.0038077722|-0.22002928|0.116939045
above|-0.13564517|0.02969363|0.07592252|0.009086123|0.15533589|-0.021966077|-0.03257847|-0.1348217|-0.2742539|-0.09564394|0.53855276|-0.2668296|0.09358842|0.04881636|0.095411524|-0.082626484|0.070826635|0.066821724|-0.0143747805|-0.084767394|0.2562206|-0.24045359|-0.1783434|0.32469046|-0.124218285|0.16642179|-0.113127045|-0.20641467|-0.0071081603|-0.08166894|0.100903094|-0.08098597|-0.14326055|0.07409963|0.11651782|-0.13402647|-0.094166405|0.18099266|0.051914062|0.17501809|-0.13800856|0.3154381|0.2089461|0.019782659|-0.0019865062|-0.20307408|0.023741705|-0.028860798|0.28872383|0.051269647|0.09181902|0.1371242|0.0034590138|-0.018170176|-0.13751577|0.3433594|0.1597966|-0.03841639|0.017447865|0.063777484|-0.09498497|-0.3419475|-0.13819428|0.21057037|0.15763557|0.06622738|-0.20868672|-0.14919333|0.11342126|-0.007522945|-0.16735896|0.025292072|0.006026807|0.014005683|0.13402845|-0.19962804|0.11941605|0.024582226|-0.050255775|0.1450886|0.23954655|0.1256874|0.25797024|-0.14748134|0.13321672|-0.15377958|0.47356042|-0.33234823|-0.21969639|0.18936639|0.29065162|0.10287629|-0.03919741|0.043955274|0.20116639|0.23745337|-0.0027343598|-0.0043253982|0.01891176|-0.0017362004|0.018034197|0.08074157|0.10586545|0.059728477|0.21694082|0.18322638|0.2391556|0.15591332|-0.27771753|-0.08591419|0.122066386|0.4995524|0.20779221|-0.12776566|-0.019637045|0.18676284|-0.0015568968|0.18050693|0.025468959|-0.053312227|0.039207235|0.18513817|-0.1290409|-0.124483556|-0.41307944|-0.17056794|-0.05652573|0.2665891|0.010511635|-0.20581214|-0.10216137|-0.102207996|0.10360454|-0.0117322635|-0.21238288|-0.19941646|0.22286774|0.04800558|-0.064672|-0.10227508|0.09092582|0.29766414|-0.36874467|-0.3696427|0.41994214|-0.18404785|-0.36477745|0.09016895|0.045188013|0.06839537|0.4402816|0.1202214|0.04653435|-0.11093359|-0.60345465|-0.01789626|-0.2511995|-0.14321217|0.030547142|0.09627865|0.18282999|-0.092572875|-0.13359956|-0.21550919|-0.4711048|0.19284788|0.13444628|-0.23785295|-0.109377235|0.043247916|0.078370064|0.10060789|-0.08666681|-0.0042955005|-0.12927474|-0.0897379|-0.08405859|0.02383145|-0.055842567|0.2242542|0.0007517037|-0.18192892|-0.18454415|-0.10473194|-0.03279926|0.019271221|-0.067247756|-0.0003071372|0.33083233|-0.1741227|-0.1616066|-0.184428|0.28806916|0.20426399|-0.06859217|-0.56154346|0.106915854|-0.4764101|-0.026677158|-0.05042376|0.053580903|-0.014507199|0.20429902|-0.12578475|-0.06453312|-0.09250708|0.0048659197|-0.18350214|-0.11602144|-0.10374293|0.111345|-0.33247113|-0.041256055|-0.26709807|0.051334795|-0.18825133|0.09835321|-0.10292421|-0.16679463|0.124073066|0.022971153|-0.14279969|0.18098788|0.06843059|-0.27896592|-0.11936648|-0.041682925|0.121976756|-0.16145828|0.15328398|0.18193862|-0.08047467|-0.15208596|-0.100276746|-0.39724174|-0.026767148|-0.15394151|0.061667927|0.17862093|-0.07167033|-0.037841022|-0.045707382|-0.05019549|0.048436847|0.002592985|-0.0041177724
across|0.0010030249|-0.040549036|-0.044543922|0.037338167|-0.011480294|-0.058227584|-0.14267917|0.058774922|-0.309312|-0.07265707|0.26229087|-0.058241867|0.037279245|0.062263608|0.015282606|-0.0743059|0.1431792|0.12950431|0.029687058|-0.091498055|0.20759486|-0.16221641|-0.022178683|0.10069221|0.042948876|0.17924543|0.032137167|0.0117821265|0.036182597|0.07815192|0.057956997|-0.07588863|-0.026200922|-0.018094266|0.057118867|-0.19978686|0.02419367|0.032821063|-0.076288246|0.0066216514|0.022736747|0.26819074|0.05931802|0.06762426|-0.038305935|-0.29338413|0.041390263|0.03806814|0.02513896|0.05405096|-0.111085534|0.10058231|0.060280215|-0.08146851|-0.11035828|-0.017205367|0.18598865|-0.15426168|-0.010305228|0.07513924|-0.10225903|-0.11065487|-0.15197958|0.0056508053|0.06691069|0.042968657|-0.10106121|-0.058110528|0.06739556|0.07970905|-0.043230325|0.05229775|-0.062718324|0.04092312|0.0855557|-0.021287484|-0.014986894|-0.000958014|0.053514972|0.025814584|0.071424104|-0.030874917|0.09762237|-0.048150912|0.09475687|0.026851067|0.04942084|-0.115713954|-0.07491483|0.037078932|0.06074788|0.01628467|-0.076065615|0.024784308|0.20898925|0.1401747|-0.2636513|-0.044574507|-0.11534412|-0.017839635|0.0034932916|0.051370878|0.15441528|0.005257349|0.093976565|0.010771835|0.06853099|0.14666818|-0.044458635|-0.08115262|0.018051209|0.1071583|-0.036998585|-0.005293891|0.085353605|0.0456986|0.06849452|0.08982491|-0.038357556|-0.0353232|-0.038242556|0.116899386|-0.064717606|0.037634265|-0.1380934|0.008013091|0.004061666|0.049195714|0.06952809|0.06067226|-0.005365745|-0.05488402|-0.05079786|0.024746362|-0.011406231|0.044573642|0.029777093|0.023089828|0.019250909|-0.00086419994|-0.019267889|0.036795378|-0.18460348|-0.04185239|0.17769685|-0.022696348|-0.17198816|-0.024221545|0.041525684|-0.0007764718|0.0104498705|0.042831723|0.0038571253|-0.027809303|-0.07874456|0.0022872728|-0.0012009518|0.071535386|-0.0041597383|-0.010414085|0.035288177|-0.04541272|0.08573084|-0.06748973|-0.09486367|0.020884855|0.11393544|-0.07856525|-0.10062527|0.10840777|0.024407925|0.09553531|-0.084362976|0.09863353|-0.015702324|0.051038884|-0.049165603|-0.06525692|0.0038824088|0.030842962|-0.047405105|-0.13067837|-0.21323656|-0.08705254|-0.11598922|-0.0567827|-0.03159936|0.022667902|0.10532849|-0.016588736|-0.1247979|-0.099154|0.10573849|0.09731076|-0.050505675|-0.094211675|0.04098866|-0.15681386|-0.037464533|-0.028857198|-0.05921219|-0.1200062|0.026851438|-0.0020664043|-0.18001279|-0.0839193|0.060867816|-0.16672012|-0.09796311|-0.017694965|0.07071888|-0.12323327|0.09417396|-0.17312002|0.05801199|-0.07691266|-0.04047963|0.011818038|-0.1258206|0.12614971|-0.009292227|-0.036634292|0.046944674|-0.08127924|-0.13940425|-0.09211179|-0.07444919|0.0131145455|-0.13017653|0.14018047|0.076764636|-0.17434488|-0.003383788|0.045829095|-0.27418286|0.035402164|-0.034769252|0.09672063|0.065257326|0.020127544|-0.0912532|0.03155231|-0.10539351|0.1639389|0.13123481|0.028528702
act|-0.0027906434|-0.036467176|-0.013334578|-0.021581631|0.0018221138|0.0046378775|-0.04941071|-0.03469781|-0.0766907|-0.025569215|0.10977354|-0.048771925|0.024026923|0.025164794|0.037718676|-0.014185667|0.017206592|0.033930108|0.004445887|-0.024217408|0.061389294|-0.07441021|-0.039424237|0.08058897|-0.02999671|0.045686286|-0.009064478|-0.032549877|0.016624415|-0.009799647|0.051358096|-0.022018747|-0.029951563|-0.0083474135|0.00051283406|-0.08720444|-0.02586324|0.046425596|0.0074230735|0.027222946|-0.019086681|0.10576967|0.04013695|0.019126844|-0.016003277|-0.12788847|0.04370714|0.028041938|0.074469395|0.006020758|0.015018476|0.054124758|0.008260011|-0.027480552|-0.033698026|0.08994406|0.076606065|-0.06531467|0.020726025|0.02654394|-0.05919801|-0.07620426|-0.09207446|0.062037382|0.04595244|0.020489607|-0.046882983|-0.031080313|0.069377795|0.0012995575|-0.024480656|-0.002077129|-0.002980739|0.017038565|0.04537342|-0.016481977|0.026839111|-0.003525869|-0.0022755992|0.012085732|0.06855568|0.005879321|0.10662105|-0.041666064|0.045605846|-0.008247296|0.12070172|-0.12547344|-0.05007271|0.08704373|0.06929596|0.034955926|-0.029704245|0.034332223|0.07863158|0.09200887|-0.0681996|-0.036103185|-0.010827525|-0.009379536|0.010299265|0.0077578193|0.08037194|0.020535946|0.042297482|0.05361861|0.07292683|0.07853246|-0.07123353|-0.03615051|0.06642838|0.16858402|0.03533888|-0.058967486|0.048048686|0.050295994|0.02780184|0.09390042|-0.03960467|-0.05383274|-0.0149358325|0.14708085|-0.080369|0.0027275856|-0.13715252|-0.06291638|-0.0074370513|0.09630946|0.028870378|-0.031855054|-0.011815621|-0.042969607|0.0035722484|-0.010117213|-0.019419558|-0.05605438|0.05154693|0.01915148|-0.031635806|-0.040961366|0.003438355|0.053265933|-0.08977887|-0.06200525|0.09048321|-0.024374712|-0.08759628|0.020889595|0.007826456|0.033817932|0.07978732|0.03076839|0.0103522595|-0.009731567|-0.1154198|-0.0073946384|-0.057912096|-0.013759389|-0.0002708351|0.039118547|0.05910165|-0.04331687|0.013105035|-0.0488624|-0.10989849|0.0349902|0.037239097|-0.050283488|-0.04411956|0.021328222|0.0045162397|0.035729986|-0.023958247|0.012123517|-0.02230636|-0.0009129118|-0.010860727|-0.007642525|0.0040764823|0.055125598|0.008550691|-0.053914726|-0.057599176|-0.008676493|-0.027569775|0.003426908|-0.028615246|0.0056598643|0.068164706|-0.035661433|-0.0421334|-0.04026963|0.062383763|0.084909335|-0.035548758|-0.13334104|0.02611026|-0.113975644|-0.028615084|-0.013069751|-0.009677828|-0.054773778|0.03834942|-0.02451642|-0.049394082|-0.027509535|0.034051087|-0.07581031|-0.008564641|-0.028746903|0.021702927|-0.06770426|0.006198202|-0.07139411|0.015609185|-0.029503899|0.0020002716|-0.007922023|-0.047715973|0.045147147|-0.04039749|-0.006464452|0.039386585|0.017092148|-0.06132911|-0.023788752|-0.020786641|0.03576645|-0.05247542|0.07374354|0.045493577|-0.018396186|-0.03126279|-0.0077896235|-0.09182185|0.009070541|-0.034615424|0.02762737|0.044640645|-0.011383959|-0.019744102|0.0055046654|-0.03720529|0.049889795|0.030734709|-0.0034068157
ada|-0.010903535|-0.01522744|-0.02377836|0.021899985|0.024620797|-0.025248848|-0.06140566|0.020538513|-0.2091658|-0.044570386|0.23400359|-0.060210537|0.005204639|0.037680544|-0.0006723846|-0.07505063|0.10190238|0.10098433|-0.007968928|-0.047083337|0.16046545|-0.1639904|-0.06584093|0.13227108|-0.04723739|0.1453171|0.009726048|-0.029659469|0.02338383|0.03414272|0.044016067|-0.053934075|-0.024310336|0.008766253|0.06092059|-0.15942319|-0.029578434|0.046367653|-0.020978928|0.05362445|-0.022727313|0.19186363|0.04637733|0.041177023|-0.03528926|-0.18005182|0.071335964|0.04020346|0.09120369|0.038602952|-0.014579503|0.113482706|0.04492048|-0.058624867|-0.07386692|0.1347853|0.14313628|-0.12239663|0.017013317|0.03464154|-0.07826006|-0.12156381|-0.0839436|0.06490247|0.08863585|0.048508335|-0.09018054|-0.07715911|0.0592078|0.015595742|-0.017588709|0.017995415|-0.028680563|0.051547304|0.11122835|-0.059483875|0.04303109|0.0012818167|-0.0068555903|-0.0006308904|0.05374349|0.020135045|0.1422865|-0.075207375|0.1065597|0.002036034|0.14357539|-0.16435885|-0.08517586|0.08310366|0.083384775|0.03293203|-0.030058213|0.03930961|0.17373905|0.12181656|-0.12952599|-0.04208982|-0.044018388|0.0077218576|0.009409644|0.012153389|0.14425488|0.045111705|0.06125774|0.051312108|0.0831157|0.11908173|-0.11666825|-0.07041834|0.07875554|0.22629245|0.045393288|-0.0607447|0.12224072|0.0651845|0.07251745|0.10808358|-0.032569326|-0.0779616|-0.010819005|0.15782681|-0.10128734|-0.020890165|-0.18135129|-0.036731537|0.023203785|0.15098332|0.050526332|-0.021169122|-0.026496602|-0.06732966|-0.0129275825|-0.013519199|-0.079906054|-0.027258715|0.09448998|0.08847618|0.0075944206|-0.04347403|0.0028082114|0.07953446|-0.18653308|-0.07399603|0.18407957|-0.04719134|-0.13403231|0.030441482|0.03581373|0.019237025|0.06460098|0.030695843|0.012161046|-0.04562539|-0.14992817|0.0061653075|-0.0745964|0.0068056653|-0.006164574|0.0179687|0.034910664|-0.03162207|0.010918815|-0.09477172|-0.17378269|0.04534915|0.09214294|-0.11657653|-0.0823852|0.07563063|0.034107115|0.06680355|-0.071477205|0.09110605|-0.06256977|0.010579365|-0.049005754|-0.035148457|-0.017018681|0.05719342|-0.027013365|-0.079294436|-0.09886086|-0.058691554|-0.056169122|-0.015767263|-0.04024342|0.001627834|0.092503816|-0.05622905|-0.06698361|-0.09620302|0.11717682|0.06582414|-0.0120681375|-0.1522263|0.037806034|-0.124582246|-0.030801298|0.00825017|-0.024375627|-0.054838303|0.038816534|-0.01667337|-0.054289334|-0.05076589|0.026510855|-0.08444655|-0.03963465|-0.029033054|0.05952247|-0.13213563|0.03544438|-0.114182055|0.036760114|-0.11158078|-0.011626384|-0.015130425|-0.06016303|0.08130122|-0.020747786|-0.03539418|0.103567265|-0.051780526|-0.12693946|-0.080933265|-0.05831779|0.04747563|-0.07962903|0.12026936|0.079958215|-0.11183718|-0.03034787|0.015276944|-0.21373042|0.025169058|-0.037836947|0.07270513|0.051353913|0.01565241|-0.064340085|-0.024025785|-0.07385686|0.10047756|0.04067505|0.026164344
admit|0.004161062|-0.016590571|-0.010288022|0.0038807604|-0.0038066504|-0.0010373795|-0.045177147|0.0030110027|-0.0758776|-0.013829232|0.051256854|-0.020928346|-0.00960676|0.016480561|0.0022249066|-0.025474396|0.03252709|0.03012137|0.0001844046|-0.023953967|0.048903454|-0.053263843|-0.0023871951|0.037545286|-0.005546099|0.060084265|0.011929418|-0.008046433|0.011360607|0.024887595|0.028899653|-0.021330232|-0.012336907|-0.013849494|0.018844862|-0.07151446|-0.010936438|0.024209289|-0.016713873|0.005727509|-0.004117975|0.05008547|0.010738209|0.021843972|-0.014234808|-0.04335683|0.026051905|0.013726499|0.006863998|0.008115527|-0.0085768225|0.014851415|0.010999222|-0.01569216|-0.023724515|0.011484689|0.037915945|-0.03046651|0.0048160916|0.020092802|-0.02790235|-0.026954528|-0.03783556|0.023229588|0.016796088|0.0058499025|-0.022403542|0.0029652661|0.019168809|0.003896234|0.013393014|-0.0019070883|-0.017891573|0.01958214|0.014761898|-0.016393894|-0.005247072|-0.0013237144|0.012841274|-0.0063768364|0.021014903|0.007231557|0.032612566|-0.00094902667|0.018555397|0.005200309|0.02888163|-0.028758058|-0.023723936|0.02555898|0.031642523|-0.00010592295|0.0070556775|-0.0010629243|0.035117734|0.032879613|-0.048116364|-0.023325235|-0.007900347|-0.0064769615|-0.012022748|0.01347649|0.032627594|0.00056591106|0.015944932|0.013501307|0.02783302|0.02722705|-0.011531841|-0.012205173|0.0024422135|0.04775456|0.014447759|-0.026554078|0.028057385|0.019104114|0.014046599|0.029069845|-0.0114511615|-0.014963973|0.001618566|0.03741749|-0.026237702|-0.001377464|-0.023124097|-0.0101625435|-0.008984361|0.021450734|0.004587342|0.005673195|0.004891342|-0.012790789|-0.007508799|-0.0032307587|-0.015702317|0.009546891|0.0031133487|0.012144571|-0.0014202395|-0.016185638|-0.01022783|0.015578359|-0.040325888|-0.012271155|0.039072897|-0.02294334|-0.0333151|0.0010701445|0.007527343|0.0013774035|0.01693724|0.0052417587|-0.008824793|-0.000601209|-0.028569795|0.0018814274|-0.01608164|0.01165703|0.0045719473|0.018442191|0.016084468|-0.018246962|0.018564798|-0.017769137|-0.032400284|0.00024238577|0.0042178784|-0.013842355|-0.022623694|0.018105084|0.0064090183|0.0162217|-0.010779341|0.018316763|-0.01612345|0.010922882|-0.02225915|-0.0012300045|-0.0015618337|0.026069708|0.004653889|-0.0347522|-0.04953042|-0.02144236|-0.036676258|-0.014684443|-0.013145763|-0.0078056087|0.031776316|-0.005944227|-0.020162893|-0.0062669734|0.0071922913|0.01541513|-0.0009724281|-0.04711029|0.008385662|-0.03373121|-0.018921874|-0.019788567|-0.016230289|-0.018465932|0.0026529983|0.005211054|-0.04652846|-0.031129263|0.029518122|-0.046625238|-0.009956373|-0.028464386|0.015138982|-0.044216644|0.023850102|-0.0612207|0.015880883|-0.045482714|-0.004651684|-0.012493906|-0.033788335|0.025585271|-0.01365254|-0.019863978|0.013735343|-0.0034604867|-0.049938083|-0.042003628|-0.02190228|0.017157136|-0.040875096|0.050163284|0.023083353|-0.036844026|-0.003324449|0.002621658|-0.079828605|0.028241|-0.014122594|0.03149905|0.0068038935|0.0050203|-0.03273465|-0.015354404|-0.04070272|0.038008112|0.010614359|0.02587335
