term_str|n|n_chars|p|i|max_pos|max_pos_group|stop|porter_stem|song_dfidf|album_dfidf
against|40|7|0.000207676771872258|12.23337251617719|IN|IN|1|against|111.48808618045159|40.600600025172994
against|40|7|0.000207676771872258|12.23337251617719|IN|IN|1|against|111.48808618045159|40.600600025172994
age|34|3|0.0001765252560914193|12.467837769814212|NN|NN|0|age|80.54660491499504|34.689251162942895
ageless|4|7|2.0767677187225803e-05|15.55530061106455|NNP|NN|0|ageless|17.792664807819882|10.951466861932795
ages|4|4|2.0767677187225803e-05|15.55530061106455|NNS|NN|0|age|31.58532961563977|17.90293372386559
aggregate|1|9|5.191919296806451e-06|17.555300611064553|NN|NN|0|aggreg|9.896332403909941|6.475733430966398
aging|1|5|5.191919296806451e-06|17.555300611064553|VBG|VB|0|age|9.896332403909941|6.475733430966398
aglow|1|5|5.191919296806451e-06|17.555300611064553|JJ|JJ|0|aglow|9.896332403909941|6.475733430966398
agnew|2|5|1.0383838593612901e-05|16.555300611064553|NNP|NN|0|agnew|9.896332403909941|6.475733430966398
ago|14|3|7.268687015529031e-05|13.747945689006947|RB|RB|0|ago|55.17065923127954|27.80586744773118
agree|9|5|4.6727273671258054e-05|14.385375609622239|VBP|VB|0|agre|43.868219419132714|20.76902668039518
agrees|1|6|5.191919296806451e-06|17.555300611064553|VBZ|VB|0|agre|9.896332403909941|6.475733430966398
ah|134|2|0.0006957171857720644|10.489211420606779|NN|NN|1|ah|170.15066648883467|46.71459824944622
aha|1|3|5.191919296806451e-06|17.555300611064553|NN|NN|0|aha|9.896332403909941|6.475733430966398
ahah|26|4|0.00013498990171696771|12.854860892923458|JJ|JJ|0|ahah|24.934109709566357|14.672312790735724
ahahah|4|6|2.0767677187225803e-05|15.55530061106455|JJ|JJ|0|ahahah|17.792664807819882|10.951466861932795
ahahahah|9|8|4.6727273671258054e-05|14.385375609622239|NN|NN|0|ahahahah|24.934109709566357|6.475733430966398
ahahahhhh|1|9|5.191919296806451e-06|17.555300611064553|JJ|JJ|0|ahahahhhh|9.896332403909941|6.475733430966398
ahahh|1|5|5.191919296806451e-06|17.555300611064553|JJ|JJ|0|ahahh|9.896332403909941|6.475733430966398
ahahhah|1|7|5.191919296806451e-06|17.555300611064553|JJ|JJ|0|ahahhah|9.896332403909941|6.475733430966398
ahahhhh|1|7|5.191919296806451e-06|17.555300611064553|JJ|JJ|0|ahahhhh|9.896332403909941|6.475733430966398
ahahhhhahah|6|11|3.11515157808387e-05|14.970338110343395|JJ|JJ|0|ahahhhhahah|9.896332403909941|6.475733430966398
ahahhhhhhh|1|10|5.191919296806451e-06|17.555300611064553|JJ|JJ|0|ahahhhhhhh|9.896332403909941|6.475733430966398
ahchoo|1|6|5.191919296806451e-06|17.555300611064553|NN|NN|0|ahchoo|9.896332403909941|6.475733430966398
ahead|34|5|0.0001765252560914193|12.467837769814212|RB|RB|0|ahead|80.54660491499504|34.689251162942895
ahh|18|3|9.345454734251611e-05|13.385375609622239|NN|NN|0|ahh|9.896332403909941|6.475733430966398
ahhhhh|1|6|5.191919296806451e-06|17.555300611064553|NN|NN|0|ahhhhh|9.896332403909941|6.475733430966398
ahnana|22|6|0.0001142222245297419|13.095868992427254|JJ|JJ|0|ahnana|9.896332403909941|6.475733430966398
aholding|1|8|5.191919296806451e-06|17.555300611064553|VBG|VB|0|ahold|9.896332403909941|6.475733430966398
ahooh|5|5|2.595959648403225e-05|15.23337251617719|NN|NN|0|ahooh|9.896332403909941|6.475733430966398
ahoohooh|5|8|2.595959648403225e-05|15.23337251617719|JJ|JJ|0|ahoohooh|9.896332403909941|6.475733430966398
ahwoohoo|3|8|1.557575789041935e-05|15.970338110343395|JJ|JJ|0|ahwoohoo|9.896332403909941|6.475733430966398
ahеad|1|5|5.191919296806451e-06|17.555300611064553|NN|NN|0|ahеad|9.896332403909941|6.475733430966398
aim|2|3|1.0383838593612901e-05|16.555300611064553|RB|RB|0|aim|17.792664807819882|10.951466861932795
aimed|3|5|1.557575789041935e-05|15.970338110343395|VBN|VB|0|aim|24.934109709566357|14.672312790735724
aint|84|4|0.00043612122093174185|11.162983188285791|VBZ|VB|0|aint|131.3119053533804|43.07610672158071
air|48|3|0.0002492121262467096|11.970338110343395|NN|NN|0|air|160.11396339019913|45.3785023258858
airbag|1|6|5.191919296806451e-06|17.555300611064553|NN|NN|0|airbag|9.896332403909941|6.475733430966398
aircrash|2|8|1.0383838593612901e-05|16.555300611064553|NN|NN|0|aircrash|9.896332403909941|6.475733430966398
airheads|2|8|1.0383838593612901e-05|16.555300611064553|NNS|NN|0|airhead|9.896332403909941|6.475733430966398
airline|1|7|5.191919296806451e-06|17.555300611064553|NN|NN|0|airlin|9.896332403909941|6.475733430966398
airlines|1|8|5.191919296806451e-06|17.555300611064553|NNS|NN|0|airlin|9.896332403909941|6.475733430966398
airplane|2|8|1.0383838593612901e-05|16.555300611064553|NN|NN|0|airplan|17.792664807819882|10.951466861932795
airport|1|7|5.191919296806451e-06|17.555300611064553|NN|NN|0|airport|9.896332403909941|6.475733430966398
airtight|1|8|5.191919296806451e-06|17.555300611064553|VBD|VB|0|airtight|9.896332403909941|6.475733430966398
airwaves|3|8|1.557575789041935e-05|15.970338110343395|NNS|NN|0|airwav|17.792664807819882|10.951466861932795
aisle|2|5|1.0383838593612901e-05|16.555300611064553|NN|NN|0|aisl|17.792664807819882|10.951466861932795
aisles|1|6|5.191919296806451e-06|17.555300611064553|NNS|NN|0|aisl|9.896332403909941|6.475733430966398
ajar|4|4|2.0767677187225803e-05|15.55530061106455|NN|NN|0|ajar|9.896332403909941|6.475733430966398
al|6|2|3.11515157808387e-05|14.970338110343395|NN|NN|0|al|9.896332403909941|6.475733430966398
alanthis|1|8|5.191919296806451e-06|17.555300611064553|NNP|NN|0|alanthi|9.896332403909941|6.475733430966398
alarm|10|5|5.19191929680645e-05|14.23337251617719|NN|NN|0|alarm|43.868219419132714|23.344625581471448
alarming|1|8|5.191919296806451e-06|17.555300611064553|VBG|VB|0|alarm|9.896332403909941|6.475733430966398
alarms|14|6|7.268687015529031e-05|13.747945689006947|NNS|NN|0|alarm|37.8720215451129|20.76902668039518
alchemy|1|7|5.191919296806451e-06|17.555300611064553|NN|NN|0|alchemi|9.896332403909941|6.475733430966398
ale|1|3|5.191919296806451e-06|17.555300611064553|NN|NN|0|ale|9.896332403909941|6.475733430966398
