album_id|song_num|T00|T01|T02|T03|T04|T05|T06|T07|T08|T09|T10|T11|T12|T13|T14|T15|T16|T17|T18|T19
1|8|0.0021739130612046863|0.0021739130518536563|0.002173913056644222|0.0021739130697125165|0.002173913059937282|0.0021739130616199582|0.002173913060162339|0.0021739130477730507|0.9586956517655658|0.00217391306184924|0.0021739130691445082|0.002173913045830511|0.002173913116271194|0.0021739130498735857|0.002173913119432646|0.002173913056119723|0.002173913075283132|0.0021739130527285537|0.002173913064671735|0.0021739130543216734
1|9|0.0031250000272732047|0.00312500000730426|0.0031250000282740734|0.0031250000691266087|0.0031250000258678298|0.0031250000426736885|0.0031250000000009608|0.003125000049482477|0.9406249993776035|0.003125000080989915|0.0031250000450156784|0.0031250000074082643|0.0031250000154369626|0.0031250000324038497|0.0031250000291232574|0.003125000023879949|0.0031250000476892546|0.003125000014172668|0.003125000055587825|0.0031250000206857766
1|10|0.7911682294847008|0.003571428599597477|0.003571428589553184|0.0035714286174824876|0.003571428693788279|0.0035714286163997023|0.0035714286193778417|0.003571428591385866|0.0035714287079853693|0.0035714285973862713|0.003571428597356351|0.0035714286574686357|0.003571428613640218|0.003571428691733151|0.003571428662762445|0.1445460551947319|0.0035714286253991836|0.0035714286276395035|0.003571428580928216|0.003571428630683039
2|0|0.0010638297960975892|0.001063829796716605|0.0010638297932344305|0.0010638297944947277|0.001063829790455115|0.001063829790585336|0.0010638297956975017|0.0010638297886298028|0.0010638297928618455|0.0010638298048059438|0.0010638297900937693|0.0010638297947513835|0.0010638297917518196|0.0010638297944057793|0.0010638297920222688|0.0010638297894214257|0.9797872339322873|0.001063829791869725|0.0010638297893941651|0.0010638297904235238
2|1|0.0018518518691853045|0.001851851859840411|0.0018518518771785117|0.001851851861193776|0.001851851859747353|0.0018518518598067118|0.0018518518594939735|0.0018518518652792721|0.0018518518639019125|0.0018518518736133265|0.9648148146284214|0.0018518518518521848|0.0018518518555664797|0.001851851854830656|0.0018518518542231244|0.0018518518603684417|0.0018518518569191622|0.0018518518617491085|0.0018518518668136379|0.001851851860015154
2|2|0.001315789486870803|0.001315789476417272|0.0013157894820315466|0.001315789489176743|0.001315789483271917|0.001315789484561167|0.0013157894754354856|0.9749999998194434|0.0013157894833877944|0.0013157894913891405|0.001315789479101638|0.001315789477640453|0.0013157894818717538|0.0013157894838021218|0.0013157894961966338|0.0013157894789147771|0.0013157894885242705|0.0013157894791259613|0.0013157894776327098|0.0013157894852042777
2|3|0.00131578947776506|0.0013157894795694782|0.0013157894747751469|0.0013157894829982364|0.0013157894791269655|0.0013157894799315122|0.0013157894751490203|0.0013157894812230954|0.001315789483363666|0.001315789475701493|0.9749999999252288|0.0013157894736845548|0.0013157894776518468|0.0013157894747333864|0.0013157894784756475|0.0013157894745262854|0.0013157894753175736|0.0013157894757597154|0.0013157894783268694|0.0013157894766915176
2|4|0.0012195122061834523|0.0012195122221313|0.0012195122217381446|0.0012195122053159843|0.0012195122027556947|0.001219512251755703|0.0012195121980736621|0.9148600874212285|0.0012195122050770617|0.0012195122119109435|0.0012195122105992354|0.0012195122071265658|0.001219512202684965|0.0012195122159717156|0.06318869276071828|0.0012195122179957957|0.0012195122056320065|0.0012195122117328863|0.0012195122080762906|0.0012195122132918595
2|5|0.0015151515420451576|0.00151515152666009|0.0015151515277428485|0.0015151515293491088|0.0015151515888282986|0.0015151515312141917|0.9712121209115997|0.0015151515256489152|0.001515151526623992|0.001515151519363943|0.0015151515244128987|0.001515151531692937|0.0015151515340084435|0.0015151515344033648|0.0015151515218625499|0.0015151515259433752|0.0015151515224981495|0.0015151515291023975|0.001515151528199181|0.0015151515188006
2|6|0.9703124998415331|0.0015625000094579436|0.0015625000091422183|0.001562500015015355|0.0015625000061466135|0.0015625000082238108|0.0015625000040521188|0.0015625000006618723|0.001562500020964352|0.0015625000048526394|0.0015625000145586237|0.0015625000035794955|0.0015625000068386038|0.0015625000032533105|0.0015625000066570604|0.001562500005106372|0.0015625000093237177|0.0015625000030865363|0.0015625000189151584|0.0015625000086311436
2|7|0.0017857143132809434|0.0017857143060946937|0.0017857142967359037|0.0017857143014731833|0.001785714315490925|0.0017857143010040245|0.7151197455997303|0.0017857143043156847|0.0017857143026254374|0.2527373969047827|0.0017857143149525526|0.0017857142930783726|0.0017857143207972474|0.0017857143060100028|0.0017857142952726023|0.0017857142979747472|0.0017857143029076062|0.0017857143077500976|0.0017857143167733251|0.0017857142989495915
2|8|0.729297045371354|0.0020000000224625804|0.0020000000135009647|0.0020000000199403138|0.0020000000318477176|0.002000000008071141|0.002000000025888283|0.0020000000229457313|0.002000000017596245|0.0020000000272988516|0.002000000036623898|0.002000000007000715|0.0020000000263067684|0.002000000042667196|0.002000000024537801|0.002000000039720226|0.23470295417986045|0.0020000000464452045|0.0020000000214915087|0.0020000000144404905
2|9|0.0038461540027861347|0.003846153882143143|0.0038461538774596797|0.0038461539441614215|0.0038461538688674838|0.003846153910157923|0.0038461538484941323|0.003846153883675065|0.0038461539000158402|0.003846153883026042|0.003846154096210437|0.0038461542338402207|0.0038461538951595703|0.9269230751756139|0.003846153930006069|0.003846154036007496|0.003846153949576039|0.0038461539108760124|0.0038461538798483822|0.0038461538920750763
2|10|0.0026315789785356218|0.0026315789589293026|0.0026315789581293843|0.002631578984771379|0.002631578963741219|0.0026315789699624683|0.0026315789704594097|0.0026315789630045666|0.0026315789515056376|0.0026315789597289446|0.0026315789760471392|0.002631578955959498|0.0026315789616761197|0.9499999978330109|0.0026315789686645655|0.0026315789603072134|0.00263157898330244|0.0026315807325917747|0.002631579017081416|0.0026315789525909153
3|0|0.0008771929842975481|0.0008771929858113207|0.0008771929872580709|0.0008771929891401261|0.0008771929925376382|0.0008771929848090759|0.0008771929876332206|0.0008771929856229918|0.0008771929885852148|0.0008771929892034889|0.0008771929914678938|0.0008771929837484788|0.0008771929887887925|0.0008771929932703118|0.0008771929834629972|0.0008771929927606498|0.9833333332021447|0.0008771929982154209|0.0008771929963009443|0.0008771929949412657
3|1|0.0007692307791396649|0.000769230792666612|0.0007692307743658536|0.0007692307814904696|0.9853846151604384|0.0007692307828244659|0.0007692307772657031|0.000769230776843186|0.0007692307773060989|0.0007692307795134619|0.0007692307768833265|0.000769230777365371|0.0007692308071761966|0.0007692307782607532|0.0007692307820231594|0.0007692307778582484|0.0007692307805707084|0.0007692307769886996|0.0007692307726669929|0.0007692307883522639
3|2|0.9779069763869357|0.0011627907082598287|0.0011627907081818668|0.0011627907223878328|0.0011627907182960538|0.001162790735290117|0.0011627907162326374|0.0011627907192214152|0.0011627907319655124|0.0011627907155403695|0.001162790705838438|0.0011627907025709185|0.0011627907071445995|0.0011627907102585845|0.0011627907041222947|0.0011627907208085551|0.0011627907266352326|0.00116279071642645|0.001162790722355063|0.0011627907215284116
3|3|0.0010416666834177734|0.0010416666727501328|0.0010416666772764106|0.0010416666876187726|0.0010416666833966152|0.00104166667821606|0.0010416666745263349|0.0010416666710805639|0.0010416666877764759|0.0010416666784532882|0.0010416666784283208|0.0010416666735101369|0.0010416666874807593|0.0010416666945931047|0.0010416666879991543|0.9802083330616973|0.001041666682729205|0.0010416666787847401|0.0010416666822736524|0.0010416666779911152
3|4|0.0010416666806449106|0.0010416666897786107|0.0010416666751777363|0.0010416666811224127|0.0010416666798726958|0.9802083329751238|0.0010416666999545437|0.001041666679220621|0.0010416666858326005|0.0010416666842929692|0.0010416666824443626|0.0010416666820243388|0.0010416666784894596|0.001041666684986785|0.0010416667014919263|0.0010416666957533416|0.0010416666842398101|0.0010416666948685441|0.0010416666788446549|0.0010416666858357139
3|5|0.001282051336322|0.001282051302249061|0.0012820513146912375|0.9756410251630504|0.0012820512938019881|0.0012820513201355667|0.0012820512948145484|0.001282051294238547|0.0012820513032640929|0.0012820513111936054|0.0012820513498686625|0.0012820513121359761|0.001282051301685474|0.001282051312133676|0.0012820512941134937|0.0012820512932585576|0.0012820513007389665|0.0012820512954290926|0.001282051301437733|0.001282051305437465
3|6|0.0011627907226452704|0.0011627907101132498|0.0011627907022279292|0.001162790712907467|0.0011627907104429312|0.0011627907047357566|0.0011627907164153092|0.0011627907020486613|0.0011627907129069367|0.0011627907204046469|0.001162790716682411|0.0011627907066577806|0.001162790773382615|0.0011627907222633404|0.0011627907039953407|0.9779069764346224|0.001162790712937222|0.0011627907135229125|0.0011627906981327668|0.0011627907029549333
3|7|0.0029411766154164728|0.9441176453003431|0.0029411766492973865|0.0029411765664087352|0.0029411769205662957|0.0029411765798693663|0.002941176508285341|0.002941176480764081|0.0029411765904733453|0.002941176527260377|0.0029411765034800122|0.0029411765160037074|0.0029411765173079467|0.002941176541988749|0.002941176560881846|0.0029411765561573712|0.0029411765214807564|0.002941176521907625|0.002941176518921367|0.002941176503186096
3|8|0.0011363636439789993|0.0011363636397616961|0.0011363636521268053|0.9316148925858178|0.0011363636452177979|0.0011363636544100577|0.0011363636424950245|0.0011363636579268203|0.0011363636478918242|0.001136363650636028|0.001136363650798954|0.0011363636391590805|0.001136363653688505|0.0011363636543896645|0.04793056174658233|0.0011363636423902285|0.0011363636510003763|0.0011363636490865066|0.0011363636425515715|0.0011363636500899856
3|9|0.001086956528276253|0.0010869565298203777|0.0010869565250229301|0.0010869565587233745|0.0010869565229086212|0.0010869565308529948|0.979347825918267|0.001086956537249738|0.0010869565298018294|0.0010869565245075793|0.0010869565280539582|0.0010869565239695915|0.001086956531315202|0.0010869565504175202|0.0010869565262589323|0.001086956524747267|0.0010869565299693902|0.001086956526332954|0.0010869565266150402|0.0010869565268893924
3|10|0.0007352941253706614|0.0007352941261400304|0.0007352941251791258|0.0007352941300926237|0.0007352941332631256|0.0007352941264091873|0.0007352941260913582|0.0007352941260362506|0.9268854029323332|0.0007352941329826232|0.0007352941250757487|0.0007352941260954554|0.0007352941254217995|0.0007352941323925112|0.05987930275566501|0.0007352941263639163|0.0007352941315955094|0.0007352941395635406|0.0007352941253815662|0.000735294128546698
3|11|0.00042372881451324646|0.0004237288137346111|0.00042372881512491283|0.0004237288147535271|0.0004237288143822924|0.9919491525243052|0.0004237288165531033|0.0004237288139864787|0.00042372881547791225|0.0004237288143007867|0.0004237288140751916|0.00042372881409442133|0.0004237288143880537|0.0004237288145023821|0.0004237288145894228|0.0004237288145002999|0.0004237288146840263|0.0004237288137420942|0.00042372881440386716|0.00042372881388840833
3|12|0.001428571445309934|0.0014285714328686153|0.0014285714329088407|0.0014285714412836095|0.0014285714783528107|0.9728571425871084|0.00142857146183827|0.0014285714305343007|0.001428571443597078|0.0014285714371970741|0.001428571437727171|0.00142857144758655|0.001428571441885508|0.0014285714344313665|0.0014285714342377397|0.0014285714505099286|0.0014285714426580407|0.001428571443181683|0.0014285714329100856|0.0014285714438728508
4|0|0.001162790729345243|0.0011627907062593344|0.0011627907064316856|0.00116279070245904|0.0011627907071988066|0.001162790701776378|0.0011627907060717906|0.0011627907058854646|0.0011627907051590496|0.001162790704458136|0.9779069765568973|0.0011627907143604062|0.0011627907109250351|0.0011627907112711675|0.001162790700477278|0.0011627907073356676|0.0011627907140007159|0.0011627907057433944|0.0011627907028517379|0.0011627907010924444
4|1|0.0015151515330336205|0.0015151515388708656|0.0015151515211944747|0.001515151548126658|0.0015151515385279498|0.0015151515270530622|0.0015151515377389505|0.0015151515358592315|0.001515151518467155|0.0015151515165723927|0.971212120943788|0.0015151515202190065|0.0015151515237938164|0.0015151515353576401|0.001515151522295943|0.0015151515210066562|0.0015151515256336472|0.0015151515555915339|0.0015151515190136285|0.0015151515178557112
4|2|0.003333333338930039|0.003333333333334206|0.003333333333334206|0.003333333338919627|0.0033333333602299383|0.0033333333586233957|0.003333333389854667|0.003333333333334206|0.0033333333365098824|0.003333333347098215|0.003333333359457943|0.003333333333334206|0.003333333380912346|0.003333333343918181|0.003333333333334206|0.003333333333334206|0.003333333333334206|0.9366666664008453|0.003333333343694748|0.0033333333676661167
4|3|0.003333333335738209|0.0033333333333336514|0.0033333333333336514|0.0033333333549408596|0.0033333333348619424|0.0033333333355629667|0.9366666665340302|0.0033333333333336514|0.0033333333333336514|0.0033333333833143004|0.0033333333625490988|0.003333333346030949|0.003333333336217666|0.0033333333357694938|0.0033333333333336514|0.0033333333348346114|0.003333333337440993|0.0033333333353728974|0.0033333333333336514|0.0033333333333336514
4|4|0.005000000071423898|0.0050000000826578225|0.40698726000824303|0.005000000086424627|0.005000000007279433|0.00500000006472245|0.005000000078306284|0.005000000035515532|0.12309696198848778|0.005000000018509772|0.005000000056704762|0.005000000055301479|0.0050000000122549446|0.0050000000528723386|0.0050000000108030565|0.005000000069409437|0.005000000046488913|0.3849157771880295|0.005000000009614949|0.005000000056949985
4|5|0.3710946406675898|0.0031250000139751988|0.003125000028870753|0.0031250000178383664|0.003125000058081438|0.003125000027212118|0.003125000007482599|0.0031250000236439186|0.0031250000351426823|0.003125000035813699|0.003125000036000961|0.0031250000238267446|0.003125000033406926|0.5726553587110875|0.0031250000205683445|0.0031250001095670023|0.0031250000437314574|0.0031250000224349777|0.003125000039895119|0.0031250000438303766
4|6|0.0019230769384956585|0.0019230769307411217|0.00192307693410327|0.0019230769293639585|0.0019230769317018924|0.0019230769349797034|0.0019230769242797882|0.0019230769513244642|0.0019230769391871334|0.9634615381714735|0.0019230769264216017|0.001923076934420802|0.0019230769388463547|0.0019230770339127427|0.0019230769267985835|0.0019230769309206519|0.0019230769322899012|0.001923076929701589|0.0019230769248406265|0.001923076936196538
4|7|0.0012820512879679496|0.0012820513096502277|0.0012820512911894829|0.0012820512996440136|0.0012820513007494934|0.9756410254564359|0.0012820512897118302|0.001282051287141177|0.0012820512930957649|0.0012820512891342116|0.0012820512917948626|0.0012820512873201696|0.001282051296496328|0.001282051284782583|0.001282051283465622|0.0012820512900200884|0.0012820512881801915|0.0012820512913346762|0.0012820512839360817|0.0012820512979491898
4|8|0.004166666666669501|0.004166666669568327|0.004166666666669501|0.004166666682941913|0.004166666682269294|0.9208333329385473|0.004166666687771487|0.00416666666870084|0.0041666667014416976|0.004166666724928193|0.004166666666669501|0.00416666669635552|0.004166666668120286|0.004166666682663404|0.004166666856524183|0.004166666666669501|0.004166666667794332|0.004166666667849666|0.004166666666669502|0.004166666671176038
4|9|0.0015625000012459986|0.0015625000006205109|0.001562500000000381|0.0015625000110472762|0.001562500001532431|0.0015625000021405736|0.9703124998812498|0.001562500024949447|0.0015625000034048466|0.0015625000026834928|0.0015625000018984812|0.0015625000033752052|0.001562500006594795|0.001562500006993437|0.0015625000011390935|0.0015625000134338414|0.0015625000093802183|0.0015625000013501328|0.0015625000121049662|0.0015625000148551415
5|0|0.0006849315127825459|0.0006849315100099956|0.0006849315097402972|0.0006849315126675033|0.00068493151294338|0.0006849315107108205|0.000684931509284858|0.0006849315121576839|0.0006849315092023801|0.0006849315131045581|0.0006849315122994096|0.0006849315094774756|0.0006849315108328169|0.0006849315124600565|0.0006849315128424042|0.0006849315151355038|0.0006849315147307041|0.9869863012686012|0.000684931517473887|0.0006849315135426386
5|1|0.0011111111258110876|0.0011111111273367563|0.001111111115645962|0.806467323392862|0.0011111111261700717|0.0011111111245667527|0.09110797136307|0.001111111116329023|0.08353581606690477|0.0011111111314487988|0.0011111111365226128|0.0011111111190188303|0.0011111111324404678|0.0011111111282722113|0.001111111134521431|0.0011111111320493876|0.001111111119392757|0.0011111111360810125|0.001111111127180041|0.0011111111443757981
5|2|0.0005952381062528212|0.0005952381037871891|0.0005952380977108423|0.0005952380998247115|0.0005952380985955274|0.0005952381011298922|0.0005952381015271148|0.0005952380984608022|0.0005952380981963241|0.0005952381001469118|0.0005952380972830694|0.0005952381002193227|0.0005952381081706795|0.0005952381049300853|0.0005952380973395369|0.9886904760906389|0.0005952381007027954|0.0005952380985545119|0.0005952380964499615|0.0005952381000791628
5|3|0.0010416666751136355|0.0010416666873012844|0.9802083329814089|0.0010416666969326335|0.001041666685450746|0.0010416666837868638|0.0010416666828604315|0.0010416666769602575|0.0010416666920166396|0.0010416666837952018|0.0010416666898383387|0.0010416666873771594|0.0010416666802216137|0.0010416666889828511|0.0010416666701790317|0.0010416666854555503|0.0010416666847675004|0.0010416666938001062|0.0010416666878953781|0.001041666685856134
5|4|0.0007042253581199179|0.0007042253686076199|0.0007042253635817735|0.0007042253626017916|0.9866197181528821|0.0007042253613682347|0.0007042253540416833|0.0007042253598318295|0.0007042253617187824|0.0007042253550870396|0.0007042253570373832|0.0007042253566002448|0.0007042253636177877|0.0007042253669275741|0.0007042253562661358|0.0007042253612081963|0.000704225360045927|0.0007042253641007199|0.0007042253561268315|0.0007042253602281404
5|5|0.0008474576383964007|0.0008474576375438607|0.0008474576331842644|0.983898304928993|0.0008474576321596474|0.0008474576413608089|0.0008474576302090271|0.0008474576354554343|0.0008474576315189911|0.0008474576381104342|0.000847457632050678|0.0008474576300548925|0.0008474576358310324|0.0008474576415770684|0.0008474576329187797|0.0008474576352529254|0.0008474576354319663|0.0008474576408590092|0.000847457635900417|0.0008474576331914334
5|6|0.0007575757619005911|0.0007575757600533728|0.0007575757589312|0.9856060605067917|0.0007575757862628747|0.0007575757621555592|0.0007575757603210196|0.000757575761446179|0.0007575757619388917|0.0007575757596411509|0.0007575757655569143|0.0007575757581598437|0.0007575757590506628|0.0007575757627542028|0.0007575757631881918|0.0007575757589858961|0.0007575757673726741|0.0007575757625606518|0.0007575757615771154|0.0007575757613512676
5|7|0.0009090909170038998|0.0009090909146194125|0.0009090909131079483|0.0009090909192861693|0.0009090909183764054|0.0009090909187759514|0.0009090909261373815|0.0009090909135151567|0.0009090909151681587|0.0009090909227412432|0.0009090909244631325|0.0009090909174379877|0.0009090909144246004|0.000909090923961698|0.0009090909172459092|0.0009090909133160537|0.8203602692622478|0.0009090909191194244|0.0009090909166127944|0.16327609421243888
5|8|0.0008620689783776468|0.9836206894192672|0.0008620689729084521|0.0008620689770426932|0.0008620689777353337|0.0008620689758745417|0.0008620689833437087|0.0008620689715131014|0.0008620689742249328|0.0008620689739403363|0.0008620689789067387|0.0008620689839673222|0.0008620689758311223|0.0008620689950091402|0.0008620689813190786|0.0008620689746787643|0.0008620689772375567|0.0008620689738235614|0.0008620689811318073|0.0008620689738671341
5|9|0.001086956526927105|0.001086956532290116|0.18331996653946822|0.0010869565347686476|0.0010869565264010398|0.0010869565352745162|0.0010869565326055708|0.0010869565301943776|0.0010869565327644036|0.0010869565419191901|0.0010869565262901547|0.001086956525037164|0.0010869565314973314|0.0010869565370990868|0.0010869565237576722|0.7971148158828087|0.0010869565456124925|0.0010869565332330075|0.0010869565233385312|0.0010869565387125926
5|10|0.0026315789560269905|0.0026315789786209324|0.002631578980581787|0.002631578977278619|0.0026315789508426697|0.002631578976289673|0.002631578974012642|0.002631578959346913|0.002631578956705903|0.002631578956200603|0.002631578961037909|0.002631578959201933|0.0026315789768315448|0.002631578954558061|0.0026315789591146404|0.0026315789700976366|0.002631578956231467|0.9499999996911457|0.002631578947597459|0.0026315789582768644
5|11|0.0012500000108225096|0.0012500000150116744|0.0012500000081711868|0.0012500000141377069|0.9762499997838096|0.0012500000134806472|0.0012500000042251773|0.0012500000046376531|0.0012500000040465732|0.0012500000301718403|0.001250000010467443|0.0012500000029294345|0.0012500000131661457|0.001250000009025052|0.0012500000111234791|0.0012500000107447174|0.0012500000132523185|0.0012500000228009146|0.001250000009815991|0.0012500000081600371
6|0|0.004166666676244246|0.00416666667688582|0.004166666681274844|0.00416666666666764|0.004166666762187111|0.00416666666666764|0.00416666666666764|0.00416666666666764|0.00416666666666764|0.004166666721539251|0.004166666690843644|0.9208333331016623|0.00416666666666764|0.004166666670986866|0.00416666666666764|0.004166666671159069|0.004166666671401747|0.00416666666666764|0.00416666666666764|0.004166666675806387
6|1|0.0014705882459549462|0.0014705882537208571|0.0014705882395779845|0.0014705882634090692|0.0014705882554472245|0.00147058825218662|0.0014705882527629927|0.001470588254567836|0.001470588247495749|0.001470588237422188|0.9720588232315608|0.0014705882481155323|0.001470588248424498|0.0014705882507308383|0.0014705882442902316|0.0014705882619365836|0.0014705882478310956|0.0014705882488402846|0.0014705882492184307|0.0014705882665062688
6|2|0.02500000019406249|0.025000000492463075|0.025000000526386425|0.02500000032277996|0.025000000118907153|0.025000000692224935|0.025000000060713328|0.025000000154250582|0.025000000257664044|0.02500000030458586|0.025000000206160878|0.02500000051963971|0.025000000242850394|0.025000000543905526|0.02500000023123375|0.5249999901952407|0.025000000449841422|0.02500000057074534|0.025000000034689693|0.025000003881654763
6|3|0.008333333351750415|0.008333333385486879|0.008333333386775226|0.008333333368354361|0.008333333353939147|0.00833333340509842|0.008333333338685415|0.008333333346930264|0.00833333336768588|0.008333333374735123|0.008333333356353285|0.8416666658918607|0.00833333336554956|0.008333333382778087|0.008333333353715952|0.008333333424819123|0.008333333372984936|0.008333333383604806|0.008333333336391557|0.008333333452500686
6|4|0.0020000000120765937|0.0020000000176175264|0.002000000012365737|0.002000000015444144|0.002000000015510584|0.002000000014874884|0.0020000000225413417|0.0020000000128661535|0.0020000000141312097|0.002000000018326942|0.002000000013939742|0.002000000015573766|0.0020000000207279827|0.9619999996751435|0.002000000014091949|0.0020000000182164752|0.0020000000158876116|0.002000000025931018|0.0020000000206422835|0.002000000024090566
7|0|0.0018518518688324381|0.001851851885887882|0.0018518518691739763|0.0018518518887030541|0.0018518518619534444|0.001851851872831777|0.0018518518553651215|0.001851851863786903|0.0018518518737190995|0.0018518518735961905|0.0018518518652899949|0.0018518518629589329|0.0018518518747154301|0.0018518518789268322|0.0018518519036489873|0.001851851873045021|0.0018518518695580552|0.964814814428662|0.0018518518669420117|0.001851851862402821
7|1|0.001470588251086746|0.9720588230677129|0.0014705882649479563|0.0014705882468084364|0.0014705882558756645|0.0014705882475511936|0.0014705882537535124|0.001470588245271515|0.0014705882529127499|0.00147058830041052|0.0014705882716538033|0.0014705882718768696|0.001470588269344045|0.0014705882683621573|0.0014705882464983188|0.0014705882610575964|0.001470588257651162|0.0014705882614590461|0.0014705882553690986|0.0014705882503965684
7|2|0.0023809523972892353|0.6536930243475675|0.0023809524076795|0.0023809524046936553|0.0023809523837929145|0.002380952425882237|0.0023809523896563415|0.3034498324605102|0.002380952389171272|0.0023809523943583077|0.0023809524052609884|0.0023809523839986775|0.0023809523904710188|0.0023809523936797862|0.002380952386634845|0.002380952393672781|0.0023809524451792285|0.002380952428164574|0.002380952384058108|0.0023809523882789285
7|3|0.0008620689790132986|0.0008620689721706529|0.892484725230828|0.0008620689733038593|0.0008620689781460248|0.0008620689745428503|0.0008620689773846469|0.0008620689774454439|0.0008620689809570839|0.0008620689730434039|0.0008620689845976083|0.0008620689860293115|0.0008620689769569677|0.0008620689823033486|0.0008620689729208986|0.0008620689725405361|0.0008620689786116539|0.09199803315319188|0.0008620689835279746|0.0008620689924844735
7|4|0.208891651483514|0.0013513513649259577|0.0013513513633728609|0.6123450886916739|0.0013513513706743725|0.0013513513658889803|0.001351351358416133|0.001351351371055339|0.0013513513687427891|0.0013513513720519008|0.0013513513651261478|0.0013513513614645215|0.0013513513794498474|0.0013513513733233863|0.00135135137541968|0.0013513513581037023|0.0013513513613701768|0.1557902865773601|0.0013513513762957827|0.001351351361770374
7|5|0.975641025327593|0.00128205129754443|0.0012820512861803591|0.0012820512844869713|0.001282051299361784|0.0012820513026643623|0.0012820512901922222|0.0012820513012507557|0.0012820512903799922|0.0012820513041034935|0.0012820513011484167|0.0012820513190705983|0.0012820512978954557|0.0012820513063479522|0.0012820512904023066|0.0012820513136444756|0.001282051302332078|0.0012820512917815293|0.0012820512844153981|0.0012820513092042587
