album_id|song_num|anger|anticipation|disgust|fear|joy|sadness|surprise|trust|sentiment
0|0|0.06316812656803969|0.02682041993863601|0.03994144194711227|0.10435259401406524|0.16490854463009147|0.06316812656803969|0.05004710455956342|0.07165476714750063|0.06055595061602623
0|1|0.32901385016291423|1.4827220673183235|0.0|0.0|1.4827220673183235|1.0684973143750216|0.0|0.0|0.41422475294330185
1|0|0.17240831009774857|0.2383524693482488|0.0|0.5776008677752168|0.2383524693482488|0.46076077944599736|0.0|0.2383524693482488|-0.33924839842696797
1|1|0.0|0.2297216122059842|0.0|0.0|0.2297216122059842|0.05546125981590806|0.049868022603767784|0.4190817199315487|-0.015099755335488352
1|2|0.2767717037205608|0.5904423506555511|0.0|0.2767717037205608|1.723091097110937|0.2767717037205608|1.3147200647267492|0.998813383039739|1.4463193933903762
1|3|0.0|0.595881173370622|0.0|0.0|0.9633238855407541|0.0|0.0|0.595881173370622|0.9633238855407541
1|4|0.04935207752443713|0.17976896357449781|0.8752905130162735|0.0|0.17976896357449781|0.0|0.17976896357449781|0.8175734514574404|-0.1070691390832702
1|5|0.0|0.0|0.0|0.0|0.3266157441512285|0.0|0.0|0.0|0.3266157441512285
1|6|1.5606745558493893|0.0|0.0|1.5606745558493893|0.691651008338057|1.5606745558493893|0.0|0.0|-0.8690235475113323
1|7|0.26969959668022336|0.14433035238246802|0.13241803852680487|0.1372815581534185|0.14433035238246802|0.26969959668022336|0.0|0.37520173858215655|0.10550214190193316
1|8|0.04992680243389033|0.5194606189492991|0.04992680243389033|0.04992680243389033|0.8051284051500204|0.5503065492020943|0.5194606189492991|0.7234744691122134|0.25482185594792617
1|9|0.0|0.26483607705360973|0.0|0.0|0.26483607705360973|0.24649448807070246|0.0|0.26483607705360973|0.018341588982907275
1|10|0.3549738204497025|0.0|0.09985360486778068|0.6682608476508778|0.26255991738081974|0.991377153646694|0.32311630599581626|0.18090598134301264|-0.7288172362658742
2|0|0.09950331373616061|0.1914152650458693|0.0|0.16593878640130572|0.1914152650458693|0.7594835047300348|0.0672819512793442|0.1914152650458693|-0.667571553420326
2|1|0.0|0.8769724604144815|0.0|0.8769724604144815|1.5248014363408597|0.0|0.0|1.5248014363408597|1.5248014363408597
2|2|0.0|0.2971199501873474|0.0|0.0|0.5213645885387796|0.0|0.2971199501873474|0.5213645885387796|0.5213645885387796
2|3|0.1372815581534185|0.0|0.0|0.1372815581534185|0.08165393603780713|0.19108662191566136|0.0|0.0616236220176756|-0.047809063860178636
2|4|0.7166350818090815|0.0|0.0|0.0|0.0|0.0762031979700978|0.24912620009139366|0.0|-0.5437120796877857
2|5|0.03994144194711227|0.0|0.03994144194711227|0.03994144194711227|0.20296591606174458|0.14722312170165636|0.0|0.21037899677295954|0.2661217911330478
2|7|1.020871275885396|0.2155103876221857|0.37434011301883896|1.020871275885396|0.21020023132711343|0.0|0.800050731968138|0.21020023132711343|-0.8106710445582825
2|8|0.0|0.22386543532720538|0.0|0.28734718349624755|0.4504029680468989|0.4722180495492744|0.0|0.4504029680468989|-0.021815081502375544
3|0|0.0|0.0|0.0|0.0|0.0|0.2152202550489715|0.0|0.0|-0.2152202550489715
3|1|0.06697855082086779|0.3166153260330887|0.06697855082086779|0.06697855082086779|0.14730522646037203|0.29761886765183676|0.02219369920672811|0.14730522646037203|-0.31962374076418143
3|2|0.305830182842481|0.0380463414972482|0.305830182842481|0.305830182842481|0.7449272274908154|0.305830182842481|0.0380463414972482|0.10200789444787829|-0.33174539429586286
3|3|0.0|0.046465653202867475|0.0|0.046465653202867475|0.0|0.8006072146876194|0.0|0.06105420963469237|-0.8616614243223117
3|4|0.0|0.37196142085289746|0.0|0.1590668722907675|0.6169232289663189|0.1590668722907675|0.04438739841345622|0.37196142085289746|0.45785635667555136
3|5|0.09075624131508482|0.19073591842127716|0.04607262929462634|0.19212512565127465|0.33887119410665717|0.04468361202045848|0.15551113899573596|0.21999287843806786|0.3026455488058211
3|6|0.0691930668182906|0.11573840786697694|0.21840469749561278|0.18493147468526755|0.07716583514232864|0.0691930668182906|0.0|0.07716583514232864|-0.25697727022026107
3|7|0.0|0.0|0.0|0.0|0.2799563521296244|0.0|0.0|0.0|0.2799563521296244
3|8|0.0|0.25158734364805396|0.0|0.10415286751735538|0.5211130292146949|0.09144383756411738|0.08773702671011047|0.4116016195611692|0.42966919165057754
3|9|0.19908586817937782|0.0380463414972482|0.0|0.4717719349635507|0.0380463414972482|0.4717719349635507|0.23713220967662604|0.0380463414972482|-0.43372559346630246
3|10|0.09877104019436678|0.0|0.06296492350900594|0.03580611668536083|0.08907702113215323|0.06296492350900594|0.0|0.5972864128074156|-0.4119228323159126
3|11|0.6016253260121861|0.2156719517192238|0.0|0.0|0.060874146395597135|0.0|0.060874146395597135|0.060874146395597135|-0.6955489849402157
3|12|0.0|0.3130489410397848|0.0|0.0|0.3130489410397848|0.10199771920167|0.15773807962146827|0.3130489410397848|0.21105122183811484
4|0|0.0|0.0|0.0|6.238300184030057|0.0|6.238300184030057|0.0|0.0|-6.238300184030057
4|3|0.5280790511508731|0.0|0.0|0.5280790511508731|0.0|0.5280790511508731|0.0|0.0|-0.5280790511508731
4|4|0.0|0.63917853715377|0.0|0.0|0.63917853715377|0.0|0.63917853715377|0.63917853715377|0.63917853715377
4|5|0.0|0.6580277003258285|0.0|0.6580277003258285|0.6580277003258285|0.0|0.0|1.0277694324318822|1.0277694324318822
4|7|0.019970720973556132|0.0|0.019970720973556132|0.12676559500955586|0.02920012484275983|0.5177543364479079|0.0|0.0|0.2515971588279042
4|8|0.0|2.5979463428844247|0.0|0.0|2.5979463428844247|0.0|0.0|2.5979463428844247|2.5979463428844247
4|9|0.0|0.0|0.4644901414064672|0.0|0.1390119824255185|0.4644901414064672|0.0|0.1390119824255185|-0.32547815898094873
5|0|0.03534934078817115|0.08099081927169291|0.03534934078817115|0.05497270603901342|0.03639767438993881|0.022327053355166528|0.03639767438993881|0.04751772648335396|-0.03242475918657129
5|1|0.2274611984890952|0.02814243276021332|0.2274611984890952|0.24248891587240648|0.10730485333479259|0.24248891587240648|0.0|0.015444175292259579|-0.1478823200055676
5|2|0.0|0.5420832125931145|0.0|0.6302927991589101|0.4118446744602555|0.3265877067008354|0.0|0.7155497669183302|-0.34868666283151356
5|3|0.0|0.0|0.0|0.1533850414467231|0.0|0.2869700273391882|0.0|0.0|-0.2869700273391882
5|4|0.11672169364744926|0.4354883293333362|0.0|0.0|0.6770410477420267|0.3366401915121146|0.4354883293333362|0.24155271840869047|0.5603193540945774
5|5|0.05449269607561149|0.05449269607561149|0.1944067253226971|0.1944067253226971|0.05449269607561149|0.2895912300510509|0.18841315612435722|0.2342740354292288|-0.3291516839176534
