album_id|term_str|n|tfidf
0|talk|2|0.07034889251874711
0|talking|1|0.05787266689410103
0|technology|1|0.17988148419351105
0|than|1|0.02310770114421314
0|thank|1|0.115383481557751
0|that|7|0.0
0|thats|1|0.020023498022303587
0|the|18|0.0
0|their|1|0.025587349424687787
0|then|3|0.055698209075732794
0|there|2|0.018110350636761988
0|theyre|1|0.025587349424687787
0|things|1|0.020023498022303587
0|this|2|0.005594111089970722
0|through|3|0.028870867835119267
0|time|3|0.011323619006814419
0|to|11|0.0
0|took|3|0.12297778591386649
0|train|1|0.06877037308239993
0|uh|2|0.21615394056918008
0|understand|2|0.13754074616479986
0|unless|1|0.10807697028459004
0|up|2|0.0018216630620927453
0|very|1|0.07135674542660776
0|voice|1|0.061883497708967006
0|waiting|3|0.10881736912700712
0|want|3|0.017412240855958036
0|wanting|1|0.0918280119312246
0|was|7|0.022979721789949975
0|wasnt|1|0.05982792600219543
0|way|2|0.019247245223412843
0|we|5|0.009214235392874455
0|welcome|2|0.24865185727591096
0|went|1|0.04357896764882998
0|were|2|0.009552926821627492
0|what|1|0.0013741298962305529
0|when|5|0.004554157655231863
0|who|1|0.012593489387165091
0|whos|2|0.1120167673516167
0|why|2|0.03857631763565212
0|will|1|0.003282817398564282
0|with|2|0.0018216630620927453
0|without|1|0.0374014003894842
0|wonderful|1|0.15210370641573326
0|years|1|0.046343847469688705
0|york|1|0.0876057037799732
0|you|36|0.0
0|your|10|0.0045282812025279565
0|youre|4|0.019105853643254983
1|a|40|0.0
1|abandon|1|0.07300977907955197
1|across|1|0.03300977907955197
1|again|3|0.026735140356351744
1|against|2|0.06368721572576157
1|alive|3|0.06673514035635174
1|all|26|0.005651294940754889
1|am|2|0.015815743509454843
1|an|2|0.009238677707238166
1|and|31|0.0
1|angle|1|0.05967644574621864
1|another|2|0.030768142295440948
1|are|9|0.0141817711617977
1|around|7|0.05086630205099441
1|as|2|0.008154891453975611
1|at|7|0.01103026645917599
1|attack|2|0.0978234269042345
1|attics|1|0.08634311241288531
1|avoid|1|0.051876945736603224
1|away|3|0.01725357246431777
1|babies|1|0.05967644574621864
1|back|9|0.02283974545249792
1|be|8|0.003497593079218071
1|been|1|0.005751190821439257
1|before|1|0.013118404461822976
1|beliefs|1|0.07300977907955197
1|belly|2|0.1304205581398731
1|beyond|3|0.1261522134431614
1|birds|1|0.03700391617100408
1|blind|1|0.03557838011878391
1|blocking|2|0.1304205581398731
1|born|2|0.053768048328776026
1|breeze|1|0.04407744572698781
1|broken|19|0.46407556776855724
1|burn|5|0.130144764993959
1|bush|2|0.17268622482577062
1|business|1|0.06521027906993655
1|but|6|0.006673280655010998
1|butterflies|1|0.06521027906993655
1|buy|1|0.03854361240326989
1|by|1|0.004346484152822878
1|call|1|0.010710774519932029
1|can|9|0.012083279954336761
1|care|2|0.04885005976511129
1|catching|1|0.04891171345211725
1|cause|1|0.006343112412885304
1|channels|1|0.07300977907955197
1|cheer|1|0.07300977907955197
1|chimeras|2|0.17268622482577062
1|circumference|1|0.08634311241288531
1|cloth|1|0.08634311241288531
1|clothes|3|0.10275371341431518
1|cold|1|0.01490908568464419
1|come|1|0.0032921965396068933
1|comes|4|0.08114864643090787
1|comin|1|0.04891171345211725
1|coming|2|0.026236808923645952
1|concrete|1|0.05538407114772048
1|contact|1|0.05538407114772048
1|core|1|0.07300977907955197
1|could|1|0.004077445726987806
1|cover|2|0.07115676023756783
1|crashing|1|0.05538407114772048
1|crawling|2|0.08043471499544269
1|crazy|1|0.03300977907955197
1|create|4|0.23870578298487455
1|crisps|1|0.08634311241288531
1|crosses|1|0.07300977907955197
1|crumble|1|0.07300977907955197
1|damage|2|0.11935289149243727
1|dance|2|0.045889224768078114
1|dancing|4|0.1480156646840163
1|darkest|2|0.11935289149243727
1|darkness|2|0.07400783234200815
1|darling|3|0.11563083720980967
1|day|5|0.03792285569052528
1|deaf|1|0.07300977907955197
1|decide|1|0.03557838011878391
1|deep|1|0.024425029882555644
1|didnt|1|0.020287161607726967
1|different|3|0.09902933723865591
1|do|4|0.006303009405243422
1|doing|1|0.0277788801091685
1|doll|1|0.04891171345211725
1|done|2|0.035905344373904836
1|dont|24|0.021229598345182742
1|doors|1|0.04634311241288531
1|doorway|1|0.05967644574621864
1|down|5|0.01146351218595299
1|drama|1|0.08634311241288531
1|dread|1|0.07300977907955197
1|dreamers|1|0.06521027906993655
1|dress|1|0.04634311241288531
1|drops|1|0.06521027906993655
1|drown|1|0.04407744572698781
1|dry|3|0.10275371341431518
1|dumb|1|0.04205073781438714
1|ears|2|0.09268622482577062
1|earth|1|0.0277788801091685
1|edge|1|0.034251237804771725
1|efil|16|1.381489798606165
1|else|3|0.0608614848231809
1|enough|4|0.052473617847291903
1|even|1|0.013550690831054675
1|ever|2|0.022960628982698388
1|everything|2|0.030768142295440948
1|eye|1|0.01741077906032114
1|eyed|2|0.14601955815910395
1|face|1|0.01228192772385014
1|faces|1|0.03557838011878391
1|falling|1|0.02224504678545058
1|feel|2|0.0071008017423319445
1|feet|1|0.01967644574621864
1|fires|2|0.11076814229544096
1|fish|1|0.05538407114772048
1|flah|16|1.381489798606165
1|float|1|0.04205073781438714
1|flowers|1|0.03854361240326989
1|fo|16|1.1681564652728316
1|foul|2|0.17268622482577062
1|freaking|1|0.05538407114772048
1|free|1|0.01741077906032114
1|frightening|1|0.05967644574621864
1|from|4|0.006303009405243422
1|full|1|0.02224504678545058
1|future|1|0.03300977907955197
1|gallows|1|0.08634311241288531
1|get|2|0.0071008017423319445
1|glass|2|0.06148822478730895
1|glassy|2|0.17268622482577062
1|go|2|0.006074824467274993
1|goes|3|0.06471009743355303
1|gonna|3|0.027774948697669527
1|good|9|0.06539953120842137
1|got|1|0.0035504008711659723
1|gotta|1|0.0277788801091685
1|grass|1|0.04407744572698781
1|great|1|0.029704078900304166
1|grey|1|0.05967644574621864
1|grows|1|0.06521027906993655
1|had|4|0.02906645831485395
1|hands|1|0.014445546775835165
1|happy|2|0.0520579059975836
1|harm|1|0.04891171345211725
1|has|1|0.013550690831054675
1|haunted|1|0.06521027906993655
1|have|4|0.008202951257548559
1|head|1|0.010710774519932029
1|heads|2|0.07708722480653978
1|heard|2|0.04734116567534148
1|heart|1|0.008571245557355413
1|hearts|18|0.6404108421381104
1|heavy|2|0.07400783234200815
1|helpless|1|0.07300977907955197
1|her|1|0.009970839685375982
1|here|1|0.005176941196214112
1|hey|1|0.020917904471438393
1|hide|2|0.040574323215453935
1|holds|1|0.05538407114772048
1|holes|1|0.04205073781438714
1|hour|2|0.08043471499544269
1|i|40|0.0
1|if|3|0.005435337123270921
1|ill|3|0.009876589618820679
1|im|9|0.005936241151715988
1|in|21|0.0
1|infinity|1|0.05967644574621864
1|inside|4|0.045921257965396776
1|into|4|0.018477355414476333
1|is|19|0.00830678356314292
1|it|28|0.01224157577726325
1|its|16|0.014153065563455162
1|jukebox|1|0.08634311241288531
1|just|13|0.017453626600708656
1|keep|4|0.024179499623356977
1|kidding|1|0.08634311241288531
1|killing|1|0.04205073781438714
1|kitten|1|0.07300977907955197
1|know|24|0.01582997640457597
1|late|2|0.04314006495570202
1|laugh|6|0.17230442688632283
1|leads|2|0.11076814229544096
1|learn|2|0.06368721572576157
1|leave|5|0.04455856726058624
1|left|2|0.020674499008674817
1|let|4|0.019584478623372197
1|lie|1|0.024425029882555644
1|life|3|0.028833837152117167
1|light|9|0.05440387415255319
1|like|6|0.0026231948094135532
1|live|2|0.02539123933091693
1|lives|1|0.028717404481053806
1|living|1|0.019084524154772593
1|lollipops|1|0.08634311241288531
1|lonely|2|0.04734116567534148
1|loose|1|0.04634311241288531
1|lost|5|0.07222773387917583
1|loudest|2|0.17268622482577062
1|love|13|0.029805131683477773
1|lowflying|2|0.17268622482577062
1|made|1|0.013118404461822976
1|make|17|0.10276287339926714
1|mankind|2|0.17268622482577062
1|may|1|0.03700391617100408
1|me|24|0.0
1|mean|6|0.10130240522699584
1|medicine|2|0.11076814229544096
1|mercy|1|0.05967644574621864
1|mess|23|0.8865030852752074
1|message|1|0.05967644574621864
1|messed|14|0.7262772403124451
1|messengers|1|0.08634311241288531
1|messing|4|0.2920391163182079
1|mind|1|0.008571245557355413
1|mine|2|0.030768142295440948
1|mmhmm|1|0.08634311241288531
1|moon|4|0.08628012991140405
1|mountain|2|0.08815489145397562
1|moving|1|0.03300977907955197
1|my|8|0.0017388599817707352
1|never|5|0.010253689071935697
1|niece|1|0.08634311241288531
1|no|6|0.006673280655010998
1|not|7|0.007785494097512832
1|nothing|2|0.017823426904234496
1|now|6|0.00805551996955784
1|nowhere|2|0.06368721572576157
1|numbers|1|0.04891171345211725
1|of|26|0.0
1|off|4|0.018477355414476333
1|oh|4|0.015248473177940295
1|ohsosmug|1|0.08634311241288531
1|on|7|0.0030603939443158124
1|once|1|0.01967644574621864
1|one|5|0.01146351218595299
1|ones|4|0.08628012991140405
1|open|4|0.05078247866183386
1|or|2|0.012686224825770608
1|our|1|0.004896119655843049
1|ours|2|0.1304205581398731
1|out|8|0.010740693292743788
1|over|1|0.006343112412885304
1|panic|3|0.1790293372386559
1|path|2|0.09268622482577062
1|penny|1|0.07300977907955197
1|people|3|0.05223233718096342
1|phantom|1|0.07300977907955197
1|pieces|2|0.08410147562877428
1|place|1|0.014445546775835165
1|point|1|0.0277788801091685
1|pool|3|0.1390293372386559
1|possible|3|0.16615221344316145
1|pour|1|0.05967644574621864
1|power|1|0.03557838011878391
1|present|3|0.19563083720980967
1|pretty|1|0.026884024164388013
1|prey|2|0.14601955815910395
1|rag|1|0.06521027906993655
1|ragdoll|2|0.17268622482577062
1|rain|17|0.3448817473313584
1|ravine|1|0.08634311241288531
1|react|1|0.06521027906993655
1|ready|1|0.03700391617100408
1|really|16|0.20312991464733543
1|reason|1|0.028717404481053806
1|receive|1|0.06521027906993655
1|red|1|0.017952672186952418
1|reflection|1|0.04407744572698781
1|released|1|0.05967644574621864
1|resist|1|0.06521027906993655
1|return|3|0.13223233718096342
1|river|1|0.030744112393654474
1|room|1|0.015871082828055327
1|round|1|0.025210279069936555
1|roundup|1|0.08634311241288531
1|run|2|0.02456385544770028
1|running|1|0.02367058283767074
1|rushing|1|0.07300977907955197
1|sand|1|0.04205073781438714
1|say|3|0.01385801656085725
1|see|5|0.007878761756554277
1|selfdefence|2|0.14601955815910395
1|serve|2|0.11076814229544096
1|set|1|0.020287161607726967
1|shadows|1|0.031843607862880784
1|shaped|3|0.1790293372386559
1|shines|1|0.051876945736603224
1|shoot|1|0.04891171345211725
1|should|2|0.02539123933091693
1|shutdown|1|0.08634311241288531
1|sight|1|0.029704078900304166
1|sing|2|0.04449009357090116
1|sixpence|1|0.08634311241288531
1|sky|2|0.03702054905909489
1|slack|1|0.08634311241288531
1|sleep|1|0.015871082828055327
1|smile|1|0.02367058283767074
1|smiling|1|0.03700391617100408
1|so|3|0.002653699793147843
1|somewhere|3|0.09223233718096342
1|song|2|0.04314006495570202
1|sound|2|0.04314006495570202
1|soup|1|0.08634311241288531
1|spacecraft|2|0.17268622482577062
1|spells|2|0.17268622482577062
1|spirit|2|0.08815489145397562
1|split|1|0.04634311241288531
1|standing|1|0.022944612384039057
1|stay|2|0.02539123933091693
1|stop|3|0.03935521338546893
1|street|1|0.01741077906032114
1|strike|1|0.05967644574621864
1|strong|1|0.031843607862880784
1|sun|1|0.012695619665458464
1|sweet|5|0.13889440054584248
1|sweetfaced|2|0.17268622482577062
1|swim|1|0.04407744572698781
1|switching|1|0.08634311241288531
1|swollen|1|0.05538407114772048
1|system|1|0.05538407114772048
1|tables|1|0.051876945736603224
1|take|7|0.024852806098161807
1|talk|1|0.016883734204499307
1|tasting|2|0.17268622482577062
1|ten|1|0.03700391617100408
1|tense|1|0.07300977907955197
1|that|13|0.0
1|the|72|0.0
1|their|2|0.02456385544770028
1|then|3|0.026735140356351744
1|there|2|0.008692968305645756
1|theres|3|0.015530823588642335
1|they|2|0.004585404874381196
1|this|17|0.022823973247080548
1|thousand|1|0.034251237804771725
1|through|4|0.018477355414476333
1|ticket|1|0.06521027906993655
1|time|5|0.009058895205451535
1|times|9|0.18826114024294552
1|tinderbox|1|0.08634311241288531
1|tiny|1|0.04407744572698781
1|to|30|0.0
1|ton|1|0.06521027906993655
1|too|2|0.011502381642878513
1|totally|3|0.16615221344316145
1|toucheslike|1|0.08634311241288531
1|trails|2|0.1304205581398731
1|train|1|0.03300977907955197
1|trapped|2|0.0978234269042345
1|trees|1|0.029704078900304166
1|true|2|0.038169048309545185
1|truth|23|0.4666047169777202
1|turn|3|0.029912519056127948
1|types|3|0.21902933723865592
1|understanding|1|0.06521027906993655
1|up|40|0.017487965396090356
1|upon|5|0.1712561890238586
1|us|3|0.013039452458468633
1|vain|2|0.10375389147320645
1|waits|1|0.05967644574621864
1|waking|2|0.08815489145397562
1|want|12|0.03343150244343943
1|was|2|0.003151504702621711
1|wash|1|0.03557838011878391
1|way|2|0.009238677707238166
1|we|21|0.0185758985520349
1|weapon|2|0.11935289149243727
1|well|1|0.004896119655843049
1|were|2|0.004585404874381196
1|wet|1|0.04205073781438714
1|what|8|0.005276658801525324
1|whatever|1|0.0277788801091685
1|when|8|0.003497593079218071
1|where|9|0.02283974545249792
1|white|1|0.020917904471438393
1|why|1|0.00925831623255651
1|wide|1|0.03557838011878391
1|will|25|0.039393808782771385
1|wind|1|0.026884024164388013
1|window|2|0.04734116567534148
1|wings|1|0.03854361240326989
1|witch|4|0.23870578298487455
1|with|3|0.0013115974047067766
1|wondering|1|0.04634311241288531
1|wont|7|0.03427283759090134
1|wooden|1|0.08634311241288531
1|world|1|0.01228192772385014
1|yeah|1|0.009611279050705723
1|years|1|0.02224504678545058
1|yes|2|0.06368721572576157
1|ym|16|1.381489798606165
1|you|75|0.0
1|your|16|0.0034777199635414703
1|youre|1|0.002292702437190598
1|youve|7|0.08313862015622256
2|a|38|0.0
2|above|1|0.021008565891613797
2|act|1|0.03673120477248984
2|actor|2|0.14390518735480884
2|alight|1|0.07195259367740442
2|all|19|0.0034414937139212467
2|allies|1|0.060841482566293306
2|alright|1|0.017975027064875842
2|am|1|0.006589893128939517
2|amnesiac|1|0.07195259367740442
2|an|4|0.015397796178730277
2|and|38|0.0
2|another|1|0.012820059289767061
2|anything|2|0.034863174119063985
2|anywhere|1|0.03211967700272491
2|apartment|2|0.0994607429103644
2|are|7|0.009191888715979991
2|arent|6|0.22038722863493904
2|arm|2|0.06702892916286891
2|around|2|0.012111024297855813
2|as|1|0.003397871439156505
2|ashtrays|1|0.07195259367740442
2|at|5|0.006565634797128564
2|avenue|1|0.0461533926231004
2|away|9|0.04313393116079442
2|back|2|0.004229582491203318
2|ball|1|0.03861926034407109
2|balls|1|0.060841482566293306
2|bandage|2|0.14390518735480884
2|be|5|0.0018216630620927453
2|bed|2|0.028139557007498844
2|believe|1|0.010579683054548721
2|believed|1|0.03861926034407109
2|best|1|0.013642287972475691
2|better|2|0.01722874917389568
2|big|1|0.018537538987875482
2|bird|4|0.13405785832573783
2|black|17|0.23191889553208675
2|blacker|14|1.0073363114836618
2|blackouts|1|0.07195259367740442
2|block|1|0.043230788113836016
2|blood|1|0.014960560155793681
2|bodies|1|0.028542698170643106
2|bone|4|0.14692481908995936
2|born|2|0.04480670694064669
2|bottom|1|0.035042281511989286
2|boxer|2|0.14390518735480884
2|boys|1|0.02562009366137873
2|brand|3|0.1384601778693012
2|brass|2|0.14390518735480884
2|breaking|1|0.03673120477248984
2|broken|2|0.04070838313759274
2|brother|2|0.06702892916286891
2|but|14|0.01297582349585472
2|button|1|0.07195259367740442
2|by|2|0.007244140254704796
2|can|11|0.012307044397935589
2|cant|4|0.010124707445458321
2|capricorns|1|0.07195259367740442
2|cash|1|0.043230788113836016
2|castsigned|2|0.14390518735480884
2|chairs|1|0.060841482566293306
2|chalk|3|0.16302569767484137
2|change|1|0.01542522877462287
2|changed|1|0.03351446458143446
2|checked|1|0.05434189922494713
2|children|1|0.021690794165659832
2|clean|1|0.023931170400878173
2|cleaning|1|0.07195259367740442
2|clues|1|0.060841482566293306
2|codes|1|0.060841482566293306
2|coffee|1|0.03211967700272491
2|cold|2|0.024848476141073647
2|connects|3|0.21585778103221326
2|conscience|1|0.07195259367740442
2|consolation|1|0.07195259367740442
2|could|3|0.010193614317469514
2|couldnt|2|0.03824102064006509
2|creaks|1|0.07195259367740442
2|cube|1|0.07195259367740442
2|cups|1|0.060841482566293306
2|curses|2|0.12168296513258661
2|curtains|1|0.0497303714551822
2|cut|1|0.017975027064875842
2|daddys|1|0.0497303714551822
2|dangling|1|0.07195259367740442
2|dark|2|0.029921120311587363
2|day|1|0.006320475948420881
2|dear|1|0.03673120477248984
2|desperate|1|0.043230788113836016
2|did|3|0.02677693629983007
2|do|10|0.013131269594257129
2|does|2|0.028139557007498844
2|dont|7|0.005159971820009695
2|door|1|0.014508982550267616
2|down|1|0.0019105853643254984
2|drive|1|0.02562009366137873
2|dynamite|2|0.14390518735480884
2|easier|2|0.12168296513258661
2|else|1|0.01690596800643914
2|empty|1|0.017975027064875842
2|enough|1|0.010932003718185812
2|escape|1|0.03083659680917006
2|even|2|0.022584484718424457
2|exit|1|0.04075976121009771
2|extra|1|0.07195259367740442
2|eye|3|0.04352694765080285
2|eyes|1|0.002743497116339078
2|face|1|0.010234939769875115
2|father|3|0.10054339374430336
2|felt|1|0.024753399083586806
2|fiery|1|0.05434189922494713
2|fight|2|0.035950054129751684
2|fighting|4|0.14016912604795714
2|fingers|2|0.047862340801756345
2|finish|1|0.060841482566293306
2|fixing|1|0.060841482566293306
2|flags|1|0.060841482566293306
2|flight|1|0.04075976121009771
2|float|1|0.035042281511989286
2|floor|1|0.01690596800643914
2|floors|1|0.05434189922494713
2|flowers|1|0.03211967700272491
2|foaming|1|0.07195259367740442
2|for|9|0.006634249482869607
2|friendly|4|0.2878103747096177
2|friends|4|0.04664305227841333
2|from|13|0.017070650472534265
2|fuck|2|0.04480670694064669
2|full|1|0.018537538987875482
2|furniture|1|0.0497303714551822
2|future|2|0.05501629846591995
2|gentle|1|0.04075976121009771
2|get|5|0.01479333696319155
2|gets|2|0.04480670694064669
2|girls|1|0.021690794165659832
2|glass|2|0.05124018732275746
2|go|4|0.010124707445458321
2|going|4|0.054569151889902766
2|good|4|0.024222048595711625
2|got|3|0.00887600217791493
2|gotta|1|0.023149066757640415
2|had|2|0.012111024297855813
2|hands|7|0.08426568952570514
2|hang|1|0.028542698170643106
2|has|1|0.011292242359212229
2|haunting|4|0.21736759689978852
2|haunts|4|0.24336593026517322
2|have|6|0.010253689071935697
2|he|5|0.05830381534801666
2|headlights|2|0.08646157622767203
2|hear|1|0.014508982550267616
2|hel|1|0.07195259367740442
2|help|12|0.2157003247785101
2|her|2|0.016618066142293303
2|here|2|0.008628235327023519
2|hide|1|0.01690596800643914
2|him|4|0.06361508051590864
2|his|4|0.05627911401499769
2|holding|1|0.021690794165659832
2|hole|15|0.5027169687215167
2|holed|1|0.060841482566293306
2|honey|6|0.1592180393144039
2|house|1|0.017975027064875842
2|houses|1|0.04075976121009771
2|how|3|0.012240299139607622
2|howd|1|0.0461533926231004
2|i|62|0.0
2|ice|1|0.03083659680917006
2|id|1|0.010579683054548721
2|if|8|0.012078526940602049
2|ill|1|0.002743497116339078
2|im|14|0.007695127418891097
2|impression|1|0.060841482566293306
2|in|16|0.0
2|ire|2|0.12168296513258661
2|iron|2|0.0994607429103644
2|is|4|0.0014573304496741963
2|it|10|0.0036433261241854906
2|its|3|0.002211416494289869
2|ive|1|0.0043141176635117595
2|june|1|0.04075976121009771
2|just|6|0.006712933307964867
2|keep|3|0.015112187264598108
2|keeping|1|0.03083659680917006
2|keys|1|0.04075976121009771
2|kids|1|0.02035419156879637
2|kin|1|0.060841482566293306
2|kind|2|0.032794076243697734
2|kitchen|4|0.14692481908995936
2|knew|3|0.05392508119462752
2|know|2|0.0010993039169844424
2|knuckles|2|0.14390518735480884
2|ladies|1|0.05434189922494713
2|land|1|0.02562009366137873
2|late|1|0.017975027064875842
2|laughing|2|0.06423935400544982
2|laughter|1|0.05434189922494713
2|lawn|1|0.03861926034407109
2|lay|2|0.04629813351528083
2|learned|1|0.03211967700272491
2|lesson|1|0.0461533926231004
2|let|1|0.004080099713202541
2|lets|1|0.019120510320032546
2|letters|1|0.043230788113836016
2|liar|1|0.05434189922494713
2|lick|1|0.05434189922494713
2|lids|1|0.07195259367740442
2|like|5|0.0018216630620927453
2|lining|1|0.0497303714551822
2|little|1|0.007715263527130424
2|look|1|0.005285927010737753
2|looking|2|0.03824102064006509
2|lose|1|0.01690596800643914
2|lost|1|0.012037955646529305
2|loud|1|0.03083659680917006
2|love|3|0.005731756092976495
2|lover|2|0.05708539634128621
2|loves|1|0.026536339885733985
2|lung|1|0.060841482566293306
2|mad|3|0.12227928363029311
2|made|1|0.010932003718185812
2|make|1|0.005037395754866037
2|marrow|2|0.14390518735480884
2|mary|1|0.043230788113836016
2|match|1|0.05434189922494713
2|mattress|1|0.060841482566293306
2|me|35|0.0
2|might|3|0.05229476117859598
2|mind|2|0.014285409262259022
2|miss|2|0.034863174119063985
2|monday|1|0.07195259367740442
2|monsters|1|0.07195259367740442
2|motel|1|0.0461533926231004
2|mother|3|0.06302569767484138
2|mouth|3|0.05917645709417685
2|move|2|0.035950054129751684
2|much|5|0.04948727390251342
2|muscle|2|0.10868379844989426
2|my|26|0.004709412450629074
2|need|4|0.02635957251575807
2|neighborhood|1|0.0497303714551822
2|neighbors|6|0.29838222873109316
2|neither|1|0.0461533926231004
2|new|3|0.03498228920881
2|news|2|0.07346240954497968
2|next|1|0.02035419156879637
2|night|1|0.005285927010737753
2|no|14|0.01297582349585472
2|not|6|0.005561067212509165
2|nothing|2|0.014852855753528746
2|notice|1|0.03083659680917006
2|now|6|0.006712933307964867
2|nuns|1|0.05434189922494713
2|obscene|1|0.07195259367740442
2|of|24|0.0
2|off|2|0.007698898089365139
2|oh|26|0.08259589638050992
2|oiling|1|0.07195259367740442
2|old|8|0.10913830377980553
2|on|8|0.0029146608993483925
2|one|3|0.005731756092976495
2|ones|1|0.017975027064875842
2|only|2|0.011589713790656058
2|or|5|0.02642963505368876
